[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[133],(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP I)) (VP (MD could) (RB n't) (ADVP (RB even)) (VP (VB go) (ADVP (RB there))))))) (. .)))
[134],"(ROOT (S (NP (PRP$ My) (NN husband)) (VP (VBD had) (S (VP (TO to) (VP (VB receive) (NP (PDT all) (DT this) (JJ special) (NN permission))))) (S (VP (TO to) (VP (VB go))))) (, ,)))"
[135],"(ROOT (ADJP (RB so) (RB even) (SBAR (IN with) (S (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP you)) (VP (VBP know) (, ,) (PP (IN in) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NP (JJ inner) (NN company))))) (, ,) (NP (PRP you)) (VP (VP (VBP know)) (, ,) (NP (NP (NN transfer)) (, ,) (CC or) (NP (NN something)) (, ,)))))))"
[136],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP have) (S (NP (NP (DT another) (NN friend)) (PP (IN in) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NNP Costa) (NNP Rica)))) (NP (WDT that)))) (, ,))))"
[137],(ROOT (S (NP (PRP she)) (VP (VBD was) (VP (VBN born) (ADVP (RB there)))) (. .)))
[138],(ROOT (S (NP (PRP She)) (VP (BES 's) (ADJP (JJ Costa) (JJ Rican))) (. .)))
[139],(ROOT (S (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP I)) (VP (VBP do) (VP (VB know) (NP (DT a) (JJ little) (NN bit))))))) (. .)))
[140],(ROOT (S (NP (PRP I)) (VP (VP (VBD went) (PP (IN to) (NP (NNP Mexico) (NNP City))) (NP (CD one) (NN time))) (CC and) (VP (VBD stayed))) (. .)))
[141],(ROOT (S (NP (PRP I)) (VP (VP (VBP have) (VP (VBN been) (ADVP (RB there)) (ADVP (RB twice)))) (CC and) (VP (VBD stayed)))))
[142],"(ROOT (S (CC and) (, ,) (NP (DT that)) (, ,) (INTJ (UH aw)) (, ,) (NP (DT that)) (VP (VBD was) (ADVP (RB just)) (ADJP (RB really) (JJ sad))) (. .)))"
[143],"(ROOT (S (CC But) (, ,) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP it)))) (ADVP (RB though)) (VP (VBZ is) (NP (PRP$ their) (NN debt)))) (. .)))"
[144],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (NP (PRP we)) (VP (MD should) (RB not) (VP (VB loan) (S (NP (PRP them)) (ADVP (RB anymore)) (NP (NN money)))))))) (, ,)))"
[145],"(ROOT (S (SBAR (IN that) (S (SBAR (IN if) (S (NP (PRP we)) (ADVP (RB still)) (VP (VBP want) (S (VP (TO to) (VP (VB give) (NP (PRP them)) (NP (NN money)))))))) (, ,) (VP (VB give) (NP (PRP them)) (NP (NN money))))) (, ,) (VP (VB quit) (S (VP (VBG loaning) (NP (PRP it)) (PP (IN to) (NP (PRP them)))))) (. .)))"
[146],(ROOT (S (NP (PRP You)) (VP (VBP 're) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB get) (NP (PRP it)) (ADVP (RB back))))))) (. .)))
[147],(ROOT (S (VP (VBP Do) (RB n't) (VP (VB be) (ADJP (JJ indebted) (PP (IN to) (NP (NN anybody)))))) (. .)))
[148],(ROOT (S (VP (VBP Do) (RB n't) (VP (VB be) (NP (DT the) (NN loaner) (CC or) (NN borrower)))) (. .)))
[149],(ROOT (S (NP (PRP It)) (VP (BES 's) (ADVP (RB just)) (RB not) (ADJP (JJ good))) (. .)))
[150],"(ROOT (S (NP (PRP We)) (VP (VBP need) (PP (TO to)) (, ,) (SBAR (IN if) (S (NP (PRP we)) (VP (VBP feel) (SBAR (IN like) (S (NP (PRP we)) (VP (VBP need) (S (VP (TO to) (VP (VB give) (NP (PRP them)) (NP (NP (NN money)) (S (ADVP (RB then)) (VP (VB give) (NP (PRP it)) (PP (IN to) (NP (PRP them)))))))))))))))) (, ,)))"
[151],(ROOT (S (CC but) (VP (VB quit) (VP (VBG loaning) (NP (PDT all) (DT the) (NN money)) (PRT (RP out)))) (. .)))
[152],"(ROOT (SBAR (WHNP (WDT Which)) (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (S (NP (PRP we)) (VP (VBP are) (VP (VBG loaning) (ADVP (RB anymore)) (ADVP (RB now)) (, ,))))))))))"
[153],(ROOT (S (CC but) (NP (DT that)) (VP (BES 's) (SBAR (WHADVP (WRB how)) (S (NP (PRP we)) (VP (VBD got) (PP (IN into) (NP (DT a) (NN problem))))))) (. .)))
[154],"(ROOT (SBAR (IN If) (S (NP (PRP we)) (VP (VBD got) (PRN (, ,) (ADVP (DT the)) (, ,))))))"
[155],"(ROOT (S (S (NP (PRP we)) (VP (VBP have))) (, ,) (NP (PRP we)) (VP (VBD went) (PP (IN in) (NP (DT the) (NN hole))) (PP (IN by) (S (NP (PRP us)) (VP (VBG loaning) (S (NP (PRP them)) (NP (NP (DT all)) (PP (IN of) (NP (NP (DT these) (NNS billions)) (PP (IN of) (NP (NNS dollars))))))))))) (. .)))"
[156],"(ROOT (S (NP (DT That)) (VP (BES 's) (NP (JJ common) (NN sense))) (, ,)))"
[129],"(ROOT (S (S (NP (PRP They)) (VP (VBP do) (RB n't))) (, ,) (NP (PRP they)) (VP (VBP do) (RB n't) (ADVP (RB probably)) (VP (VB take) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NNS refugees)) (PP (IN from) (NP (JJ other) (NNS countries)))))) (ADVP (RB either)))) (. .)))"
[158],(ROOT (INTJ (UH Yeah)))
[159],"(ROOT (ADJP (ADJP (ADJP (RB also)) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,))) (SBAR (WHNP (NP (NNP Mexico)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (NP (PRP we)) (VP (MD will) (VP (VB loan) (NP (DT the) (NN money)) (PP (IN in) (NP (INTJ (UH uh)))))) (, ,)))))"
[157],(ROOT (S (NP (PRP you)) (VP (MD could) (ADVP (RB just)) (VP (VP (VB look) (PP (IN at) (NP (PRP it)))) (CC and) (VP (VB say) (SBAR (S (NP (PRP they)) (VP (VBP 're) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB pay) (NP (PRP us)) (ADVP (RB back)))))))))))))))) (. .)))
[161],(ROOT (INTJ (UH Uh-huh) (. .)))
[163],(ROOT (INTJ (UH Right) (. .)))
[165],(ROOT (INTJ (UH Uh-huh) (. .)))
"[160, 162, 164, 166]","(ROOT (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (DT the) (JJR higher)) (, ,) (NP (DT the) (JJR higher) (NNS people)) (, ,)))) (VP (VBD were) (ADVP (RB just)) (VP (VP (VBG stealing) (NP (PRP it))) (CC and) (VP (, ,) (S (VP (VBG building) (NP (NP (DT these) (JJ beautiful) (NNS homes)) (, ,) (CC and) (NP (JJ nice) (NNS ranches) (CC and) (NNS things)))))))) (. .)))"
[167],(ROOT (S (VP (XX MUMBLEx)) (. .)))
[169],"(ROOT (INTJ (UH Yeah) (, ,)))"
[170],"(ROOT (NP (S (NP (PRP we)) (, ,) (NP (PRP we)) (VP (VBP are) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's) (SBAR (IN like) (S (NP (PRP we)) (VP (VBP are) (ADJP (RB partly) (JJ responsible) (PP (IN for) (NP (PRP$ their) (NNS problems)))) (PP (IN by) (S (VP (VBG loaning) (S (NP (PRP them)) (NP (PDT all) (DT that) (NN money))))))))))) (, ,))))))"
[171],(ROOT (S (SBAR (WHNP (WDT that)) (S (VP (VBD was) (ADJP (RB really) (JJ stupid) (PP (IN on) (NP (PRP$ our) (NN part)))) (PP (TO to) (ADJP (VB even)))))) (VP (VB loan) (NP (PRP it)) (PP (IN to) (NP (PRP them)))) (. .)))
[172],(ROOT (S (NP (PRP You)) (VP (VBP do) (RB n't) (VP (VB loan) (NP (NN money)) (PP (IN to) (NP (NP (NNS people)) (PP (IN like) (NP (DT that))))))) (. .)))
[173],"(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP feel) (SBAR (IN like) (S (NP (PRP you)) (VP (VBP need) (S (VP (TO to) (VP (VB give) (NP (PRP them)) (NP (NN something) (S (VP (TO to) (VP (VB help) (NP (PRP them)) (PRT (RP out)))))) (, ,) (S (ADJP (JJ fine))))))))))))) (, ,)))"
[168],"(ROOT (S (S (RB So) (NP (PRP we)) (VP (VBP are))) (, ,) (NP (PRP we)) (VP (VBP 're) (NP (NNS suckers))) (. .)))"
[174],"(ROOT (S (CC but) (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB go) (S (VP (VBG making) (NP (NP (NNS billions)) (PP (IN of) (NP (NP (NNS dollars)) (PP (IN of) (NP (NP (NNS loans)) (PP (IN in)))) (, ,) (PP (IN to) (NP (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (MD can) (ADVP (RB just)) (VP (VB look) (PP (IN at) (NP (DT the) (NN situation))))))))) (, ,))))))))))"
[176],"(ROOT (INTJ (UH Yeah) (, ,)))"
[177],"(ROOT (FRAG (CC and) (S (VP (VB know) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP are) (VP (VBG going) (S (VP (TO to) (VP (VB be) (ADJP (JJ capable) (PP (IN of) (S (VP (VBG paying) (NP (PRP us)) (ADVP (RB back))))) (, ,)))))))))))))"
[178],(ROOT (S (CC and) (NP (DT that)) (VP (VBZ puts) (NP (NP (DT a) (NN bondage)) (PP (IN on) (NP (PRP them))))) (. .)))
[179],"(ROOT (S (NP (PRP It)) (VP (VP (VBZ makes)) (PRN (, ,) (S (NP (PRP you)) (VP (VP (VBP know)) (, ,) (VP (NN pressure) (PP (PP (IN on) (NP (DT the) (NN nation))) (, ,) (CC and) (PP (IN on) (NP (DT the) (NNS people))) (, ,) (CC and) (PP (IN on) (NP (DT the) (NN leadership))))) (, ,) (CC and) (VP (VBZ makes) (NP (PRP$ their) (NN inflation) (NN go)) (PRT (RP up))))) (, ,)))))"
[175],(ROOT (S (NP (PRP They)) (VP (VBP know) (SBAR (S (NP (PRP they)) (VP (VBP 're) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB pay) (NP (PRP it)) (ADVP (RB back)))))))))) (. .)))
[180],(ROOT (S (CC and) (NP (PRP it)) (VP (BES 's) (NP (RB just) (DT a) (JJ big) (NN mess))) (. .)))
[182],"(ROOT (INTJ (UH No) (, ,)))"
[183],"(ROOT (S (CC but) (ADVP (PRP I)) (VP (VBD knew) (NP (NNS people))) (, ,)))"
[184],"(ROOT (S (NP (PRP I)) (VP (VBD was) (ADVP (RB there)) (PP (IN before) (NP (DT that)))) (, ,)))"
[185],"(ROOT (S (CC but) (ADVP (PRP I)) (VP (VBD knew) (NP (NNS people))) (, ,)))"
[186],"(ROOT (S (NP (PRP I)) (VP (VBD got) (NP (DT a) (NN letter)) (PP (IN from) (NP (NP (DT a) (NN friend)) (PP (IN of) (NP (PRP mine))))) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBD had) (VP (VBN met) (ADVP (ADVP (RB there)) (PRN (, ,) (SBAR (IN that) (FRAG (WHNP (WP who)))) (, ,)) (SBAR (WHNP (WP who)) (S (NP (DT the) (NN apartment) (NN building)) (VP (VBD was) (VP (VBN destroyed)))))))))))))"
[187],"(ROOT (PRN (CC and) (S (NP (PRP they)) (VP (VBD were) (VP (VBG living) (PP (IN in) (NP (DT a) (NN tent))))) (, ,))))"
[188],"(ROOT (S (SBAR (RB so) (S (NP (PRP it)) (VP (BES 's) (ADVP (RB kind) (RB of)) (ADJP (JJ weird))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[189],"(ROOT (S (PP (IN To) (NP (NP (DT these) (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBD were) (PP (IN on) (NP (NP (NNP U) (NNP S) (NN dive)) (, ,) (NP (DT the) (JJ Mexican) (NN diving))))))))) (, ,) (NP (PRP we)) (VP (VP (VBD went) (PP (IN to) (NP (DT the) (NN pool))) (ADVP (RB together))) (, ,) (CC and) (VP (VBD watched) (SBAR (S (NP (PRP them)) (VP (VP (VBP dive)) (CC and) (VP (NP (PDT all) (DT this)))))) (, ,)))))"
[190],"(ROOT (ADJP (RB so) (SBAR (S (NP (PRP they)) (VP (VBD were) (SBAR (S (NP (PRP you)) (VP (VBP know) (, ,) (ADVP (RB just)) (S (VP (NP (NP (JJ normal) (NNS people)) (, ,) (SBAR (S (VP (VBD were) (RB n't) (NP (NP (NP (NNS squatters)) (CC or) (NP (JJ poor) (NNS people))) (CC or) (NP (NP (NN anything)) (SBAR (WHNP (WDT that))))))))) (PRN (, ,) (INTJ (UH uh)) (, ,))))))))))))"
[191],"(ROOT (S (NP (PRP I)) (VP (VP (VBD did)) (PRN (, ,) (S (NP (PRP I)) (VP (VBD knew) (NP (NP (DT all)) (PP (IN of) (NP (PRP$ my) (NNS friends)))) (ADVP (RB there)))) (, ,)))))"
[192],"(ROOT (S (CC but) (NP (NP (NN none)) (PP (IN of) (NP (PRP them))) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP know) (PP (IN of)))))) (, ,) (VP (VBD got) (VP (VBN killed) (PP (IN in) (NP (PRP it))))) (. .)))"
[193],"(ROOT (S (CC But) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP they)) (VP (VBP 're) (NP (DT all) (NNPS Christians)) (ADVP (RB though))) (. .)))"
[194],(ROOT (S (NP (NNP God)) (ADVP (RB really)) (VP (VBD protected) (NP (PRP them))) (. .)))
[195],(ROOT (S (S (INTJ (UH See)) (NP (DT that)) (VP (VBD broke) (PRT (RP out)) (NP (NP (DT a) (NN revival)) (PP (IN in) (NP (NP (NNP Mexico) (NNP City) (. .)) (NP (DT That) (NNP C) (NNP B) (NNP S) (NN news))))))) (CC and) (S (NP (NNP A) (NNP B) (NNP C)) (ADVP (RB never)) (VP (VBD told) (NP (PRP you)) (PP (IN about)))) (. .)))
[181],"(ROOT (S (VP (VBD Did) (SBAR (S (NP (PRP you)) (VP (VBP go) (PP (PP (IN to) (NP (NNP Mexico) (NNP City))) (PRN (, ,) (INTJ (UH uh)) (, ,))) (ADVP (ADVP (RB anywhere) (RB near)) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (NN earthquake)) (VP (VBD hit))))))))) (. .)))"
[197],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (PRP I)) (VP (MD can) (VP (VB imagine))) (. .)))"
"[196, 198]","(ROOT (S (NP (EX There)) (VP (HVS 's) (VP (VBN been) (NP (NP (DT a) (JJ real) (NN revival)) (PP (IN in) (NP (NP (NNP Mexico) (NNP City)) (PP (IN since) (NP (DT that) (NN earthquake)))))) (, ,) (SBAR (IN because) (S (NP (EX there)) (VP (BES 's) (NP (NP (DT a) (NN lot)) (PP (IN of) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know) (SBAR (S (NP (EX there)) (VP (BES 's) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN sin)))) (PP (IN in) (NP (NP (DT those) (NNS nations)) (CC and) (NP (DT a) (NN lot)) (, ,) (NP (NP (NNS lots)) (PP (IN of) (NP (NN witchcraft)))) (, ,) (X (NP (NP (DT a) (NN lot)) (PP (IN of) (FRAG (NP (NN witchcraft)) (. .)))) (NP (NP (DT A) (JJ whole) (NN lot)) (PP (IN of) (NP (NN witchcraft)))) (. .))) (ADVP (RB So)))))))) (, ,)) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP it))) (PP (IN in) (NP (NP (DT the) (NN name)) (PP (IN of) (NP (NNP Christianity))))))))))))) (. .)))"
[200],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
[201],"(ROOT (S (NP (EX There)) (VP (BES 's) (NP (DT a) (NN lot)) (, ,) (S (NP (PRP you)) (VP (VBP know))))))"
[202],"(ROOT (S (NP (PRP they)) (VP (VBP call) (NP (PRP themselves) (NNPS Christians))) (, ,)))"
[203],"(ROOT (S (CC but) (NP (PRP you)) (VP (VBP know) (SBAR (S (NP (PRP they)) (VP (VBP are) (ADVP (IN over) (RB there)) (VP (VBG doing) (NP (NP (NP (NN witchcraft)) (CC and) (NP (NN stuff))) (, ,) (CC and) (RB just) (NP (NP (DT a) (JJ whole) (NN lot)) (PP (IN of) (NP (DT the) (JJ generational) (NNS things))))) (ADVP (RB too)) (, ,) (PP (IN like) (NP (NP (DT the) (NNPS Mayans)) (CC and) (NP (DT the) (NNPS Incas))))))))) (. .)))"
[204],(ROOT (S (NP (PRP You)) (VP (MD ca) (RB n't) (VP (VB find) (NP (NP (DT a) (NN trace)) (PP (IN of) (NP (PRP them)))) (SBAR (IN because) (S (NP (NNP God)) (ADVP (RB totally)) (VP (VBD destroyed) (NP (PRP them)) (PP (IN for) (SBAR (WHADJP (WRB how) (JJ wicked)) (S (NP (PRP they)) (VP (VBD were)))))))))) (. .)))
[205],"(ROOT (S (CC And) (ADVP (RB yet)) (, ,) (NP (PRP they)) (VP (VBP are) (VP (VP (VBN revered) (CC and) (VBN honored)) (CC and) (VP (ADVP (RB almost)) (VBN worshiped) (PP (IN by)))))))"
[206],"(ROOT (NP (NP (RB so)) (PRN (ADVP (JJ many)) (NP (NNS people)) (, ,))))"
[207],"(ROOT (S (PP (ADVP (RB even) (RB now)) (IN in) (NP (NNP America))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (NP (PRP we)) (VP (MD would) (RB n't) (VP (VB know) (NP (DT the) (NN truth)) (PP (IN with) (NP (NP (DT all)) (PP (IN of) (NP (NNP Indian) (NNS groups))) (SBAR (WHNP (WDT that)) (S (VP (VBD were) (ADVP (RB totally)) (VP (VBN removed) (PP (IN from) (NP (NP (DT the) (NN face)) (PP (IN of) (NP (DT the) (NN earth)))))))))))))) (, ,)) (SBAR (IN because) (S (PP (IN of) (NP (WRB how) (JJ wicked))) (NP (PRP they)) (VP (VBD were))))) (. .)))"
[208],(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (ADVP (IN down)) (PP (IN to) (NP (DT the) (NNS pyramids)))))))
[209],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP have) (VP (VBN climbed) (PP (IN to) (NP (NP (DT the) (NN top)) (PP (IN of) (NP (NP (DT the) (NN pyramid)) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (VBD used) (S (VP (TO to) (VP (VB take) (NP (DT a) (VBG beating) (NN heart)))))))) (PRN (ADVP (IN out) (PP (IN of) (NP (DT a) (JJ young) (CD thirteen) (NN year)))) (NP (JJ old) (NN boy)) (, ,)))))))))))"
[210],"(ROOT (PRN (CC and) (S (NP (PRP they)) (VP (VBP hold) (NP (PRP it)) (ADVP (IN up) (PP (IN to) (NP (DT the) (NN sun) (NNP God))))) (, ,))))"
[199],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH really) (. .))))"
[212],"(ROOT (INTJ (UH Yeah) (, ,)))"
[213],"(ROOT (SINV (VP (VP (VBZ is)) (, ,) (VP (VBZ is)) (NP (EX there))) (NP (NP (JJ still) (NN blood) (NNS stains)) (PP (IN on) (NP (DT the) (NN altar))))))"
[211],(ROOT (S (CC and) (NP (DT that)) (VP (BES 's) (ADJP (RB pretty) (PP (IN of) (NP (JJ heavy) (NN duty))))) (. .)))
[215],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (ADVP (RB so)))) (. .)))
[216],(ROOT (S (NP (DT The) (JJ little) (NN box)) (VP (VBZ is) (ADJP (JJ black) (PP (IN on) (NP (NP (DT the) (NN top)) (PP (IN of) (NP (NP (DT the) (NN pyramid)) (PP (IN in) (NP (DT the) (NN sun))))))))) (. .)))
[217],"(ROOT (S (NP (PRP It)) (VP (BES 's) (ADJP (JJ black))) (, ,)))"
[218],(ROOT (ADVP (RB so)))
[219],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[220],"(ROOT (S (NP (PRP you)) (VP (MD ca) (RB n't) (ADVP (RB really)) (VP (VB tell))) (, ,)))"
[221],"(ROOT (S (CC but) (NP (PRP it)) (VP (VBD was) (ADJP (ADVP (RB kind) (RB of)) (JJ weird)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)))))"
[214],(ROOT (SBARQ (CC or) (SQ (VBZ has) (NP (PRP it)) (VP (VBN worn) (ADVP (RB away)) (PP (IN through) (NP (DT the) (NNS years))))) (. ?)))
[223],"(ROOT (FRAG (VP (VBP Do) (SBAR (S (NP (PRP you)) (VP (VBP get) (VP (VBN spooked) (PRN (, ,) (S (NP (PRP you)) (VP (VBP feel))) (, ,)))))))))"
[224],(ROOT (SBARQ (CC or) (SQ (VBP do) (NP (PRP you)) (VP (VB get) (NP (NNS butterflies)) (PP (IN in) (NP (PRP$ your) (NN stomach))) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP go) (ADVP (RB there))))))) (. ?)))
[222],"(ROOT (S (S (NP (PRP you)) (VP (VBP think))) (, ,) (S (INTJ (UH wow)) (NP (EX there)) (VP (VBZ is) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (VBD did) (NP (NNS sacrifices)) (PP (IN to) (NP (JJ false) (NNP Gods)))))))) (. .)))"
[226],"(ROOT (S (FRAG (INTJ (UH Uh)) (, ,) (PP (IN at) (NP (DT that) (NN time)))) (, ,) (NP (PRP I)) (ADVP (RB kind) (RB of)) (VP (VBD did)) (. .)))"
[227],"(ROOT (S (NP (PRP It)) (VP (VP (ADVP (RB really)) (VBD impressed) (NP (PRP me)) (, ,) (SBAR (RB just) (S (NP (PRP you)) (VP (VBP know))))) (, ,) (VP (NN feeling)))))"
[228],"(ROOT (S (CC but) (NP (PRP I)) (VP (VBD was) (RB n't) (NP (NP (DT a) (NNP Christian)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD went) (ADVP (RB there))) (, ,)))))))"
[229],"(ROOT (S (CC but) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP I)) (VP (VBP think) (PP (IN that) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT those)))))))) (, ,) (NP (DT those) (PRP you)) (VP (VBP know) (, ,) (S (ADJP (JJ generational)) (NP (NNS things))))))"
[230],"(ROOT (S (NP (PRP I)) (VP (VBP think) (, ,) (S (SBAR (IN that) (S (NP (NNP God)) (VP (VBZ sees) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG praying)))))))) (, ,) (NP (PRP you)) (VP (VBP know)))) (, ,)))"
