[1],(ROOT (INTJ (UH Great) (. .)))
"[124, 126, 128]","(ROOT (S (S (NP (PRP He)) (VP (VBD did) (NP (DT some) (NNS experiments)) (PP (IN on) (NP (NP (NNS chickens)) (SBAR (WHNP (WP$ whose) (NNS arteries)) (S (VP (VBP are) (ADJP (RB very) (JJ similar) (PP (IN to) (NP (PRP ours)))))))))) (. .)) (CC And) (, ,) (S (INTJ (UH uh)) (, ,) (PRN (SINV (VP (VBD proved)) (NP (NP (DT that) (NN ingestion)) (PP (IN of) (NP (NN chlorine)))))) (VP (VBZ causes) (NP (NP (NN arteriosclerosis)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (NP (NP (DT the)) (, ,) (NP (NP (VBG clogging)) (PP (IN of) (NP (DT the) (NNS arteries))))))))))) (. .)))"
[129],"(ROOT (S (CC And) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP you)) (VP (VBP know)))) (, ,) (ADVP (PRP he)) (VP (BES 's)) (, ,)))"
[130],(ROOT (S (NP (EX there)) (VP (HVS 's) (VP (VBN been) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS reports)))) (PP (IN since) (NP (RB then))))) (. .)))
[131],"(ROOT (FRAG (PP (NP (DT This) (JJ whole) (NN thing)) (PP (IN about))) (, ,)))"
[132],"(ROOT (FRAG (NP (NP (JJ first)) (SBAR (S (NP (PRP it)) (VP (VBD was) (NP (NP (NN stress)) (PRN (, ,) (S (ADVP (RB then)) (NP (PRP it)) (VP (VBD went) (PP (IN to) (NP (NN cholesterol))))) (, ,)))))))))"
[133],"(ROOT (FRAG (CC and) (NP (NP (RB now)) (SBAR (S (NP (PRP they)) (VP (VBP 're) (VP (VBG saying) (NP (NP (WP what)) (BES 's) (NP (NN cholesterol)) (, ,)))))))))"
[127],(ROOT (INTJ (UH Yeah) (. .)))
[134],(ROOT (S (S (INTJ (UH well)) (NP (EX there)) (VP (BES 's) (NP (JJ good) (NN cholesterol)))) (CC and) (S (NP (EX there)) (VP (BES 's) (NP (JJ bad) (NN cholesterol)))) (. .)))
[136],"(ROOT (S (NP (PRP You)) (VP (VBP know) (, ,) (S (NP (PRP it)) (ADJP (BES 's) (JJ amazing)) (SBAR (WHNP (WP what)) (S (NP (PRP he)) (VP (VBZ points) (PRT (RP out)) (PP (IN in) (NP (DT that) (NN book))))))))))"
[137],"(ROOT (S (CC and) (, ,) (PP (IN in) (NP (NN fact))) (, ,) (S (S (NP (PRP he))) (, ,) (NP (NN everyone)) (ADVP (RB there)) (VP (VBD was) (NP (NP (DT a) (NN toxicologist)) (PP (IN for) (NP (NP (DT the) (NNP Environmental) (NNP Protection) (NNP Agency)) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBD did) (VP (VB work) (ADVP (ADVP (RB back) (PP (IN in) (NP (CD nineteen) (CD eighty-six)))) (, ,) (SBAR (WHNP (WP who)) (S (VP (VBD wrote) (NP (DT a) (NN letter)) (PP (IN to) (NP (NNP Dr) (. .) (NNP Price))) (PP (IN in) (NP (CD nineteen) (CD eighty-seven))))) (. .)))))))))))) (CC And) (S (PP (IN in) (NP (DT this) (NN letter))) (NP (PRP he)) (VP (VBD praised) (NP (NP (NNP Dr) (. .)) (SBAR (S (NP (NP (NNP Price)) (PP (IN for) (NP (NP (DT the) (NN work)) (SBAR (S (NP (PRP he)) (VP (VP (VBD did) (ADVP (RB back)) (PP (IN in) (NP (NP (DT the) (NNS sixties)) (PP (IN on) (NP (DT this)))))) (CC and) (VP (VBD said) (SBAR (S (NP (DT that) (NNP E) (NNP P) (NNP A)) (VP (VBD had) (VP (VBN been) (VP (VP (VBG doing) (NP (NNS experiments)) (PP (IN on) (NP (JJ nonhuman) (NNS primates)))) (CC and) (VP (VBG proving) (NP (NP (DT that) (NN ingestion)) (PP (IN of) (NP (NN chlorine))))))))))))))))) (VP (VBZ causes) (NP (NN arteriosclerosis)))))))) (. .)))"
[135],(ROOT (INTJ (UH Huh-uh) (. .)))
[138],"(ROOT (S (CC And) (, ,) (NP (NNP E) (NNP P) (NNP A)) (ADVP (RB never)) (VP (VBD published) (NP (DT that) (NN report))) (. .)))"
[139],(ROOT (SBARQ (CC And) (WHNP (WP what)) (SQ (BES 's) (NP (NP (DT the) (NN name)) (PP (IN of) (NP (NP (DT this) (NN book)) (ADVP (RB again)))))) (. ?)))
[140],"(ROOT (NP (NP (NN CORONARY)) (, ,) (NP (NP (NN CHOLESTEROL)) (CC AND) (NP (NN CHLORINE))) (. .)))"
[141],(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB have) (S (VP (TO to) (VP (VB remember) (NP (DT that))))))) (. .)))
[143],(ROOT (S (NP (DT That)) (VP (MD will) (VP (VB be) (ADJP (RB very) (JJ interesting)))) (. .)))
[144],(ROOT (S (NP (PRP$ My) (NN husband)) (VP (VBZ wants) (S (VP (TO to) (VP (VP (VB go) (PP (IN into) (NP (JJ medical) (NN school)))) (CC and) (VP (VB be) (NP (DT a) (NN neurosurgeon)))))))))
[142],(ROOT (INTJ (UH Yeah) (. .)))
[145],"(ROOT (S (ADVP (RB so)) (, ,) (NP (PRP he)) (VP (BES 's) (ADJP (RB really) (JJ interested) (PP (IN in) (NP (DT the) (NN heart))))) (. .)))"
[147],"(ROOT (S (CC And) (NP (PRP he)) (VP (BES 's) (, ,) (PP (IN in) (NP (NN fact))) (PRN (, ,) (S (NP (PRP he)) (VP (BES 's) (NP (ADJP (DT a) (PRN (, ,) (INTJ (UH well)) (, ,))) (NN heart)) (, ,) (ADVP (RB too)))) (, ,)))))"
[148],"(ROOT (S (NP (PRP he)) (VP (HVS 's) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP he)) (VP (HVS 's) (VP (VBN done) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN research)))) (PP (IN on) (NP (UH like))) (SBAR (WHADVP (WRB how)) (S (NP (PRP$ your) (NN heart)) (VP (VBZ reacts) (PP (IN to) (NP (NN exercise)))))))))) (. .)))"
[149],"(ROOT (FRAG (PP (UH Sorry)) (, ,)))"
[150],(ROOT (S (NP (PRP he)) (VP (VBD made) (SBAR (S (NP (PRP me)) (VP (VBP laugh))))) (. .)))
[146],(ROOT (INTJ (UH Yeah) (. .)))
[152],(ROOT (INTJ (UH Yeah) (. .)))
[153],"(ROOT (S (NP (EX There)) (VP (VBZ is) (, ,) (SBAR (S (NP (EX there)) (VP (VBZ is) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (JJ good) (NN information)))) (ADVP (IN out) (RB there)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (PP (IN about) (NP (NN health)))))))) (. .)))"
[151],"(ROOT (S (INTJ (UH Um)) (, ,) (ADVP (RB so)) (VP (UH anyway)) (, ,)))"
[154],"(ROOT (S (CC And) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (DT the)) (, ,) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (DT the) (NNS myths)) (SBAR (S (S (NP (PRP they)) (VP (VBP 've) (VP (VBN been) (VP (VBG passing) (IN around))))) (, ,) (S (NP (NNS people)) (VP (VBP are) (VP (VBG starting) (S (VP (TO to) (VP (VB realize))))))))))))))) (VP (VBP are) (RB n't) (ADJP (JJ true))) (. .)))"
[155],(ROOT (INTJ (UH Yeah) (. .)))
[156],"(ROOT (S (NP (PRP I)) (VP (VBP mean) (PRN (, ,) (S (NP (PRP I)) (VP (VBP 'm) (NP (NP (DT all)) (PP (IN for) (S (VP (VBG having) (NP (NP (DT a) (NN diet)) (ADJP (JJ high) (PP (IN in) (NP (NP (NN fiber)) (CC and) (NP (PDT all) (DT that)))))))))))) (, ,)) (PP (IN because) (NP (DT that) (BES 's))) (PRN (, ,) (S (NP (DT that)) (VP (BES 's) (ADJP (JJ good) (PP (IN for) (NP (PRP you)))))) (, ,)))))"
[158],"(ROOT (UCP (ADJP (UH uh)) (, ,) (CC but) (PP (TO to) (VP (VB believe) (NP (NP (NP (DT some)) (PP (IN of) (NP (DT the) (NNS things)))) (, ,))))))"
[159],"(ROOT (S (S (NP (PRP you)) (VP (VBP know))) (, ,) (CC and) (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (NP (NP (NN anybody)) (SBAR (S (VP (MD should) (VP (VB be) (VP (VP (VBG going) (PP (IN out) (NP (RB there)))) (CC and) (VP (VBG eating) (NP (DT a) (JJ high) (JJ fat) (NN diet))))))))) (, ,))))))"
[157],(ROOT (INTJ (UH Huh-uh) (. .)))
[160],"(ROOT (S (CC but) (S (VP (TO to) (VP (VB think) (SBAR (IN that) (S (ADVP (RB solely)) (, ,) (ADVP (RB alone)) (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB cause) (NP (NN something)) (PP (IN like) (NP (NP (NN arteriosclerosis)) (VP (VBZ is)))))))))))))) (, ,) (VP (VBZ is) (ADVP (RB just)) (ADJP (JJ hard) (S (VP (TO to) (VP (VB believe)))))) (. .)))"
[161],(ROOT (FRAG (SBAR (IN If) (S (NP (PRP you)) (VP (VBP get) (S (NP (NP (DT a) (NN chance) (NN read)) (NP (NNP Dr) (. .))) (NP (NP (NP (NNP Cooper) (POS 's)) (NN book)) (PP (IN on) (NP (VBG controlling) (NN cholesterol)))))))) (. .)))
[163],"(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (NP (DT a) (RB real)) (JJ good))) (, ,)))"
[164],"(ROOT (S (INTJ (UH um)) (, ,) (NP (PRP he)) (VP (VBZ talks) (PP (IN about) (NP (DT that)))) (. .)))"
[162],(ROOT (INTJ (UH Huh-uh) (. .)))
[166],(ROOT (INTJ (UH Yeah) (. .)))
[165],(ROOT (S (VP (VBZ Talks) (PP (IN about) (NP (NP (JJ high) (NN risk) (NNS factors)) (CC and) (NP (NP (NN heart) (NN disease)) (CC and) (NP (PDT all) (DT that)))))) (. .)))
[167],(ROOT (S (NP (PRP I)) (PRN (SINV (FRAG (INTJ (UH actually))) (VP (VBP eat) (S (NP (ADJP (RB pretty) (JJ much)) (NN anything)) (NP (WDT that)))) (NP (PRP I)))) (VP (VBP want)) (. .)))
[169],"(ROOT (S (CC And) (NP (PRP I)) (VP (VP (VBP 've) (VP (VBN had) (NP (NP (PRP$ my) (NN cholesterol)) (SBAR (S (VP (VP (VBD checked)) (CC and) (, ,) (NP (UH uh)))))))) (, ,) (NP (DT a) (JJ few) (NNS times)))))"
[168],(ROOT (INTJ (UH Huh-uh) (. .)))
"[170, 172]","(ROOT (S (S (CC and) (NP (PRP I)) (VP (VBP 've) (ADVP (RB never)) (VP (VBN been) (PP (IN above) (PRN (, ,) (INTJ (UH like)) (, ,)))))) (NP (PRP you)) (VP (VBP know) (, ,) (NP (CD one-hundred) (CC and) (CD fifty)) (, ,) (ADVP (RB never))) (. .)))"
[171],(ROOT (INTJ (UH Huh-uh) (. .)))
[173],"(ROOT (S (CC And) (SBAR (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)) (S (NP (PRP I)) (VP (VBP mean)))) (, ,) (NP (PRP I)) (VP (, ,))))"
[178],"(ROOT (S (CC but) (PRN (, ,) (S (NP (PRP I)) (VP (VBP mean))) (, ,)) (NP (PRP you)) (VP (VBP know) (, ,) (SBAR (S (NP (NN everything)) (VP (VBZ is) (NP (UH like)) (PP (IN within) (NP (CD five))) (PP (IN to) (NP (NP (CD ten) (NN percent)) (CC and) (NP (NP (PDT all) (DT that) (NN kind)) (PP (IN of) (NP (NN thing)))))))))) (. .)))"
"[174, 176]",(ROOT (S (NP (PRP You)) (VP (VBP have) (NP (NP (DT a) (JJ good) (NN ratio)) (PP (IN of) (NP (ADJP (JJ good) (PP (IN to) (FRAG (ADJP (JJ bad) (. .))))) (NN Cholesterol))))) (. .)))
[179],"(ROOT (S (S (NP (PRP You)) (VP (VBP know))) (, ,) (NP (PRP they)) (VP (VBP leave) (S (NP (PRP themselves)) (ADJP (JJ wide) (JJ open)) (SBAR (RB so) (S (NP (PRP they)) (VP (MD ca) (RB n't) (VP (VB be) (VP (VBN sued)))))))) (. .)))"
[181],"(ROOT (S (CC But) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP we)) (VP (VBP 've)) (, ,)))"
[180],(ROOT (INTJ (UH Yeah) (. .)))
[182],"(ROOT (S (NP (PRP I)) (VP (VBP work) (PP (IN at) (NP (DT the) (NNP T) (NNP I) (NN site))) (PP (IN in) (NP (NP (NNP Hunt) (NNP Valley)) (, ,) (NP (NNP Maryland))))) (. .)))"
[184],(ROOT (INTJ (UH Yeah)))
[185],(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBP 've) (VP (VBN had) (NP (NP (DT a) (NN few)) (PP (IN of) (NP (NP (DT the) (NN health) (NNS fairs)) (ADVP (IN up) (RB here))))))))))
[183],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH really) (. .))))"
[186],"(ROOT (S (CC and) (SBAR (PRN (, ,) (INTJ (UH um)) (, ,)) (S (NP (PRP you)) (VP (VBP know)))) (, ,) (NP (PRP I)) (VP (VBP 've) (ADVP (RB always)) (S (VP (VB come) (PRT (RB out)) (NP (NNS aces))))) (. .)))"
[188],"(ROOT (S (NP (PRP You)) (VP (VBP know) (PRN (, ,) (S (NP (PRP I)) (VP (VBP 'm) (RB not) (ADJP (ADJP (RB really) (RB that) (JJ big)) (PP (IN on) (S (VP (VBG watching) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP eat)))))))))) (, ,)))))"
[187],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ good))) (. .)))
"[189, 191]","(ROOT (S (CC but) (NP (PRP I)) (VP (VBP do) (VP (VB eat) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (DT some) (NN health) (NNS cookies)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADJP (JJ high) (PP (IN in) (NP (NN fiber)))))))) (, ,) (ADJP (JJ low) (PP (IN in) (NP (NP (NN fat)) (CC and) (NP (NP (PDT all) (DT that) (NN kind)) (PP (IN of) (NP (NN stuff))))))))) (. .)))"
