[0],(ROOT (INTJ (UH Okay) (. .)))
[143],(ROOT (S (NP (PRP I)) (VP (MD ca) (RB n't) (ADVP (RB even)) (VP (VB think) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (NP (DT the) (NNS benefits)) (PP (IN of) (NP (DT the) (NN job)))) (VP (MD would) (ADVP (RB really)) (VP (VB be)))))))) (. .)))
[144],"(ROOT (S (S (SBAR (ADVP (RB Especially)) (IN if) (S (NP (PRP you)) (VP (VBP 're) (NP (DT an) (JJ inner) (NN city))))) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,) (NP (PRP you)) (VP (MD ca) (RB n't) (ADVP (RB really)) (VP (VB feel) (SBAR (IN like) (S (NP (PRP you)) (VP (VBP 're) (VP (VBG putting) (NP (NP (JJ much)) (PP (IN of) (NP (NP (DT a) (NN dent)) (PP (IN in) (SBAR (WHNP (WP what)) (S (VP (BES 's) (VP (VBG going) (PRT (RP on)))))))))))))))) (. .)))"
[140],(ROOT (S (NP (PRP It)) (VP (BES 's) (NP (NP (DT a) (NN wonder)) (SBAR (S (NP (EX there)) (VP (BES 's) (NP (NP (NN anybody)) (SBAR (WHNP (WP who)) (S (VP (BES 's) (ADJP (JJ willing) (S (VP (TO to) (VP (VB be) (NP (DT a) (NN policeman)) (ADVP (RB anymore))))))))))))))) (. .)))
[146],(ROOT (INTJ (UH Yeah) (. .)))
[147],"(ROOT (NP (S (NP (NNP Dallas)) (, ,) (NP (PRP they)) (VP (VBD were) (VP (VBG saying) (PP (IN in) (NP (NNP Dallas))) (SBAR (IN that) (S (NP (PRP they)) (VP (MD ca) (RB n't) (VP (VB hire) (NP (JJ anymore) (NNS policemen)))))))))))"
[148],(ROOT (S (CC but) (NP (PRP they)) (VP (VBP keep) (S (VP (VBG losing) (NP (PRP them)) (NP (PDT all) (DT the) (NN time)))))))
[149],"(ROOT (PRN (S (ADVP (CC and)) (NP (NP (IN that)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (PRP you)))) (VP (VBP know))) (, ,)))"
[145],"(ROOT (S (CC And) (, ,) (NP (PRP you)) (VP (VBP 're) (VP (VBG putting) (NP (NP (PRP$ your) (NN life)) (PP (IN on) (NP (PRP$ your)))) (, ,) (PP (IN on) (NP (NP (DT the) (NN line)) (ADVP (RB everyday)))))) (. .)))"
"[150, 152]",(ROOT (FRAG (ADVP (RB eventually)) (NP (NP (PRP we)) (SBAR (S (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB be) (ADVP (RB way) (JJ short) (PP (IN on) (NP (NP (DT the) (NN number)) (SBAR (S (NP (PRP we)) (VP (VBP need) (SBAR (IN because) (S (NP (PRP they)) (VP (MD wo) (RB n't) (VP (VB let) (S (NP (PRP them)) (VP (VB hire) (NP (DT any) (JJ new) (NNS ones))))))))))))))))))))))))
[151],"(ROOT (S (NP (PRP I)) (VP (, ,))))"
[154],"(ROOT (FRAG (PP (UH Uh)) (, ,)))"
[156],(ROOT (INTJ (UH Yeah) (. .)))
[157],"(ROOT (S (NP (PRP I)) (ADVP (RB just)) (VP (VBD read) (S (NP (DT an) (NN article) (NN yesterday)) (, ,) (INTJ (UH um)) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (NP (DT this)) (, ,) (SBAR (WHNP (WP what)) (S (VP (VBD used))))) (VP (TO to) (VP (VB be) (NP (NP (DT a) (JJ nice) (NN town)) (PP (IN in) (NP (DT this) (NN area)))))))) (, ,) (NP (PRP they)) (VP (VBD had) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN budget) (NNS cutbacks))))))) (. .)))"
[158],(ROOT (S (NP (NNP Massachusetts)) (VP (VBZ is) (ADJP (JJ broke)) (ADVP (RB right) (RB now)))))
[159],(ROOT (PRN (CC and) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT the) (NNS towns)))) (VP (VBP are) (VP (VBG declaring) (NP (NN bankruptcy)))))))
[160],"(ROOT (S (ADVP (CC and)) (, ,) (NP (PRP they)) (VP (VBD had) (S (VP (TO to) (VP (VB cut) (NP (CD twenty) (NNS guys)) (PP (IN from) (NP (PRP$ their) (NNS forces)))))))))"
[161],(ROOT (S (CC and) (NP (DT the) (NN crime) (NN wave) (NN rate)) (VP (VBD went) (PRT (RP up)) (ADVP (RB almost) (RB instantly)) (SBAR (IN because) (S (NP (PRP it)) (VP (VBD was) (ADJP (ADJP (RB so) (RB well) (JJ publicized)) (SBAR (IN that) (S (NP (NP (NN everybody)) (PP (IN in) (NP (DT the) (NN area)))) (VP (VBD knew) (SBAR (S (NP (DT that) (NN town)) (VP (MD would) (RB n't) (VP (VB be) (VP (VBN patrolled) (ADVP (RB as) (RB well))))))))))))))) (. .)))
"[153, 155]",(ROOT (S (CC and) (NP (PRP they)) (VP (VBP keep) (S (VP (VBG leaving)))) (. .)))
[163],X
[165],(ROOT (INTJ (UH Yeah)))
"[162, 164]","(ROOT (S (CC And) (ADVP (RB so)) (, ,) (NP (PRP it)) (VP (BES 's) (PRN (PP (IN like)) (, ,)))))"
[166],"(ROOT (FRAG (PRN (, ,) (S (NP (PRP they)) (VP (VBP figure) (, ,) (S (NP (WP what)) (NP (DT a) (NN heyday)))))) (, ,) (INTJ (UH huh)) (. .)))"
[168],(ROOT (S (NP (PRP It)) (ADVP (RB really)) (VP (VBZ is)) (. .)))
[169],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (PP (NP (EX there)) (PP (BES 's) (NP (NP (NN someone)) (PP (IN at) (NP (DT the) (NN door))))))))"
[170],(ROOT (S (RB so) (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP I)) (VP (MD 'll) (VP (VB have) (S (VP (TO to) (VP (VB go) (VP (VB see) (SBAR (WHNP (WP what)) (S (NP (PRP$ my) (NN dog)) (VP (VBZ is) (VP (VBG barking) (IN about)))))))))))))) (. .)))
[167],(ROOT (S (NP (DT This)) (VP (VBZ is) (NP (DT a) (JJ depressing) (NN conversation)) (ADVP (RB though))) (. .)))
[172],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[171],(ROOT (S (CC But) (NP (PRP it)) (VP (VBD was) (ADJP (JJ nice) (S (VP (VBG talking) (PP (IN to) (NP (PRP you))))))) (. .)))
[174],(ROOT (INTJ (UH Well) (UH thanks)))
[173],(ROOT (S (NP (PRP I)) (VP (VBP hope) (SBAR (S (NP (NNS things)) (VP (VBP look) (PRT (RP up)))))) (. .)))
[175],(ROOT (NP (NP (JJ same)) (PP (IN for) (NP (PRP you))) (. .)))
