[0],(ROOT (INTJ (UH Okay)))
[206],(ROOT (FRAG (NP (NN grumpy)) (S (VP (TO to) (VP (VB begin) (PP (IN with))))) (. .)))
[204],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP she)) (VP (VBD was) (ADJP (JJ grumpy) (S (VP (TO to) (VP (VB begin) (ADVP (RB with))))))) (. .)))"
[208],"(ROOT (S (NP (EX There)) (VP (BES 's) (NP (DT no) (NN doubt)) (PP (IN about) (NP (DT that)))) (, ,)))"
[207],(ROOT (INTJ (UH Yeah) (. .)))
"[209, 211]","(ROOT (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP (CC but)) (ADVP (PRP you)) (VP (MD could) (ADVP (RB clearly)) (VP (VB see) (NP (DT those) (NNS influences)) (PRN (, ,) (CC and) (PP (IN in) (NP (PRP$ my) (NNS youngsters)))))) (, ,)))"
[212],"(ROOT (S (NP (PRP I)) (VP (VBP know) (ADVP (IN that) (NP (CD one) (NN day))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP$ my) (NNS youngsters)) (VP (VBD were) (VP (VBG watching) (NP (DT THE) (CD THREE) (NNS STOOGES)))))) (, ,)))"
[210],(ROOT (INTJ (UH Uh-huh) (. .)))
"[213, 215]","(ROOT (S (CC and) (NP (PRP I)) (ADVP (RB always)) (VP (VBD thought) (SBAR (S (NP (DT that)) (VP (VBD was) (ADVP (RB just)) (NP (NP (JJ casual) (GW slap) (^NN stick)) (, ,) (NP (NN comedy))))))) (, ,)))"
[214],(ROOT (S (NP (PRP I)) (VP (VBP hate) (NP (DT that) (NN show))) (. .)))
[217],(ROOT (INTJ (UH Yeah) (. .)))
"[216, 218]","(ROOT (S (CC but) (SBAR (WHADVP (WRB when)) (S (NP (CD one)) (VP (VBZ tries) (S (VP (TO to) (VP (VB lift) (NP (DT the) (JJ other) (CD one)) (ADVP (RB up) (PP (IN with) (NP (DT a) (NN pipe) (NN wrench)))))))))) (, ,) (NP (PRP I)) (VP (VBD decided) (SBAR (S (NP (DT that)) (VP (VBD was) (RB not) (ADJP (JJ funny))))) (, ,) (ADVP (DT any) (JJR more))) (. .)))"
[219],"(ROOT (NP (NP (PRP I)) (PRN (, ,) (NP (PRP I)) (, ,))))"
"[220, 222]","(ROOT (S (CC And) (, ,) (S (NP (PRP I)) (ADVP (RB really)) (, ,) (NP (PRP I)) (VP (ADVP (RB really)) (VBP feel) (NP (ADJP (RB very) (PP (ADVP (RB strong)) (IN about) (NP (DT the) (NNP BART) (NNP SIMPSON)))) (NN SHOW)))) (. .)))"
[223],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT that)) (VP (VBZ is))))) (, ,)))"
[224],(ROOT (S (NP (DT the) (NNS kids)) (VP (VBP watch) (NP (DT that)))))
[221],(ROOT (INTJ (UH Good) (. .)))
[225],(ROOT (S (CC and) (NP (DT that)) (VP (BES 's) (NP (NP (RB absolutely) (DT the) (JJS mouthiest) (NN kid)) (SBAR (S (NP (PRP I)) (ADVP (RB ever)) (VP (VBD saw)))))) (. .)))
[226],X
[228],(ROOT (SQ (VBZ Is) (RB not) (NP (DT that)) (ADJP (JJ amazing)) (. .)))
[227],"(ROOT (S (FRAG (CC And) (NP (NP (PRP I)) (ADVP (RB just)))) (, ,) (NP (PRP I)) (VP (VBP do) (RB not) (VP (VB like) (NP (PRP it)))) (. .)))"
[230],"(ROOT (S (NP (PRP Mine)) (VP (VBP are) (VP (VBN grown))) (, ,)))"
[229],(ROOT (SBARQ (WHADJP (WRB How) (JJ old)) (SQ (VBP are) (NP (PRP$ your) (NNS kids))) (. ?)))
[232],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay) (, ,))))"
[233],"(ROOT (S (NP (RB so) (DT that)) (VP (BES 's)) (, ,)))"
"[231, 234]","(ROOT (S (CC but) (S (NP (PRP I)) (VP (VBP have) (NP (NNS grandchildren))) (. .)) (CC And) (, ,) (S (NP (JJ young) (NNS children)) (ADJP (IN around))) (, ,)))"
[235],(ROOT (INTJ (UH Yeah) (. .)))
[237],"(ROOT (S (NP (PRP I)) (VP (VBD had) (VP (VBN forgotten) (PP (IN about) (NP (DT that))))) (, ,)))"
[236],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (PP (IN for) (NP (DT a) (CD four) (NN year))) (NP (ADJP (JJ old) (S (VP (TO to) (VP (VB think))))) (NNP Bart) (NNP Simpson)) (VP (VBZ is) (NP (NP (DT a) (NN hero)) (SBAR (S (VP (VBZ is) (ADJP (JJ tragic))))))) (. .)))"
[240],(ROOT (INTJ (UH Uh-huh) (. .)))
[242],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
[243],(ROOT (INTJ (UH uh-huh) (. .)))
[245],"(ROOT (INTJ (UH Yeah) (, ,)))"
"[238, 244]","(ROOT (FRAG (INTJ (UH see)) (, ,) (PP (NP (PRP it)) (PP (BES 's) (NP (NP (RB just) (PRP$ my) (NN husband)) (CC and) (NP (NP (NP (PRP I)) (PP (IN of) (NP (DT the) (NNS kids) (NNS shows)))) (CC and) (NP (NP (DT all)) (NP (DT that))))) (, ,)))))"
[246],(ROOT (INTJ (UH yeah) (. .)))
[247],"(ROOT (S (CC but) (, ,) (INTJ (UH uh) (, ,) (UH um)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (. .)))"
"[248, 250]","(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBD was) (ADJP (RB very) (JJ careful)) (SBAR (RB even) (WHADVP (WRB when)) (S (NP (PRP$ my) (NNS kids)) (VP (VBD were) (, ,) (SBAR (S (NP (NNS kids)) (VP (VBD were) (PP (IN at) (NP (NN home)))))))))) (. .)))"
[251],"(ROOT (S (CC And) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD were) (ADJP (JJ young) (SBAR (S (NP (PRP I)) (VP (VBD was)))))))) (, ,) (ADVP (RB really)) (VP (VBD did) (, ,) (S (INTJ (UH uh)) (, ,) (VP (VB watch) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD watched))))))) (. .)))"
[252],"(ROOT (S (NP (PRP I)) (VP (VBD was) (VP (XX cau-))) (, ,)))"
[253],(ROOT (S (NP (PRP I)) (VP (VBD sat) (ADVP (RB down)) (PP (IN with) (NP (PRP them))))))
[254],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD watched) (NP (PRP it))) (, ,))))"
[249],(ROOT (INTJ (UH Yeah) (. .)))
[256],(ROOT (INTJ (UH Right) (. .)))
[255],"(ROOT (S (CC and) (SBAR (IN if) (S (NP (PRP I)) (VP (VBD did) (PP (RB not) (IN like) (NP (PRP it)))))) (, ,) (NP (PRP I)) (VP (VBD changed) (SBAR (WHNP (NP (DT the) (NN channel)) (PP (IN for) (NP (PRP them)) (. .))) (S (NP (PRP You)) (VP (VBP know)) (, ,))))))"
[258],(ROOT (INTJ (UH Right) (. .)))
[261],"(ROOT (S (CC And) (, ,) (ADVP (CC and)) (VP (ADVP (PRP you)) (VBP know) (SBAR (S (NP (PRP we)) (VP (VBP get) (NP (PRP it)) (PP (IN at) (NP (NN school))) (, ,) (ADVP (RB too)))))) (, ,)))"
[260],"(ROOT (S (NP (PRP I)) (ADVP (RB just)) (VP (XX wou-)) (, ,)))"
[263],(ROOT (INTJ (UH Sure) (. .)))
[265],"(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ right))) (, ,)))"
[266],(ROOT (S (NP (DT that)) (VP (BES 's) (ADJP (JJ right))) (. .)))
[268],"(ROOT (FRAG (PP (UH Gosh)) (, ,)))"
"[262, 264, 267]","(ROOT (S (S (FRAG (INTJ (UH anyway)) (, ,) (ADVP (RB so))) (NP (PRP you)) (VP (MD might) (ADVP (RB as) (RB well)) (ADVP (RB not)) (, ,) (VP (VB reinforce) (NP (PRP it))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[270],"(ROOT (S (NP (PRP I)) (VP (VBP know) (PRN (, ,) (S (NP (PRP I)) (VP (VBP remember) (S (VP (VBG going) (PP (IN to) (NP (NN sch-))))))) (, ,)))))"
[269],"(ROOT (S (S (NP (PRP they)) (VP (VBD got))) (, ,) (NP (PRP they)) (VP (VBP are) (ADJP (JJ mouthy) (RB enough)) (ADVP (RB anyway))) (. .)))"
[271],"(ROOT (S (NP (PRP$ my) (NNS parents)) (VP (VBD were) (NP (DT a) (NN lot)) (PP (IN like)) (, ,) (ADVP (RB too)))))"
[273],(ROOT (INTJ (UH Uh-huh) (. .)))
[276],(ROOT (INTJ (UH Uh-huh) (. .)))
"[275, 277]","(ROOT (S (S (NP (NNS kids)) (VP (VBP have))) (, ,) (CC but) (, ,) (S (NP (PDT all) (DT the)) (VP (VB watch) (NP (NP (NNP RAWHIDE)) (CC and) (NP (PDT all) (DT those) (NNS shows))))) (. .)))"
[279],"(ROOT (S (CC And) (, ,) (NP (PRP$ my) (NNS parents)) (ADVP (RB never)) (VP (VBP let) (SBAR (S (NP (PRP me)) (VP (VBP watch) (NP (NP (NN anything)) (PP (IN like) (NP (DT that)))))))) (. .)))"
[278],(ROOT (INTJ (UH Uh-huh) (. .)))
[280],"(ROOT (S (NP (PRP I)) (VP (MD could) (VP (VB watch) (NP (NNP YOGI) (NN BEAR)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))))"
[281],(ROOT (INTJ (UH Uh-huh) (. .)))
[283],(ROOT (INTJ (UH Yeah)))
[282],(ROOT (SBARQ (WHNP (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NN culture)))) (SQ (VBD was) (NP (DT that))) (. ?)))
[285],"(ROOT (SINV (CC And) (, ,) (VP (ADVP (PRP I)) (VBP remember) (S (VP (VBG going) (PP (IN to) (NP (NN school)))))) (NP (DT the) (JJ next) (NN day))))"
[284],"(ROOT (INTJ (UH well) (, ,)))"
[287],(ROOT (INTJ (UH Uh-huh)))
"[286, 289]","(ROOT (SINV (S (S (CC and) (NP (NN everybody)) (VP (MD would) (VP (VB be) (VP (VBG asking))))) (, ,) (S (INTJ (UH oh)) (, ,) (VP (VBD did) (SBAR (S (NP (PRP you)) (VP (VBP see) (NP (DT that)))))) (, ,))) (VP (VBD did) (SBAR (S (NP (PRP you)) (VP (VBP see) (SBAR (WHADVP (WRB how)) (S (NP (PRP he)) (VP (VBD did)))))))) (NP (DT that))))"
[290],"(ROOT (S (NP (CC and)) (VP (VBD did) (SBAR (S (NP (PRP you)) (VP (VBP see))))) (, ,)))"
[288],(ROOT (NP (. .)))
[291],(ROOT (S (CC and) (NP (PRP I)) (VP (MD could) (ADVP (RB never)) (VP (VB participate))) (. .)))
[293],"(ROOT (S (CC And) (NP (PRP it)) (ADVP (RB always)) (VP (VBD made) (SBAR (S (NP (PRP me)) (VP (VBP feel) (NP (NP (DT a) (JJ little) (NN bit)) (, ,) (SBAR (S (NP (PRP you)) (VP (VBP know)))) (, ,) (NP (DT a) (NN loner)))))))))"
[292],(ROOT (INTJ (UH Uh-huh) (. .)))
[295],"(ROOT (FRAG (PP (UH Sure)) (, ,)))"
[294],"(ROOT (PP (IN like) (NP (NP (PRP I)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)))))"
[297],"(ROOT (S (VP (CC But) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
"[296, 298]","(ROOT (S (NP (PRP I)) (VP (VP (MD can)) (, ,) (S (VP (VB understand) (SBAR (WHADVP (WRB how)) (S (NP (DT that)) (VP (MD would) (VP (VB happen)))))))) (. .)))"
[301],"(ROOT (FRAG (PP (UH Absolutely)) (, ,)))"
[299],"(ROOT (FRAG (CC But) (NP (NP (UH see)) (, ,) (NP (RB then) (PRP$ my) (NNS parents)) (, ,))))"
[302],"(ROOT (S (INTJ (UH well)) (, ,) (ADVP (PRP I)) (VP (VBD did)) (, ,)))"
[304],"(ROOT (FRAG (PP (TO to)) (, ,) (INTJ (UH uh)) (, ,)))"
[305],(ROOT (S (NP (PRP I)) (VP (VBD ran) (NP (PRP$ my) (NNS kids)) (PP (IN to) (NP (NN death)))) (. .)))
[306],X
[307],"(ROOT (S (NP (PRP I)) (VP (VBD said) (, ,) (S (INTJ (UH hey)) (, ,) (NP (PRP I)) (VP (VBP think) (NP (DT that) (BES 's) (JJ enough) (NN television)) (PP (IN for) (ADVP (RB awhile)))))) (, ,)))"
[308],(ROOT (INTJ (UH Really) (. .)))
[309],"(ROOT (S (NP (RB maybe) (PRP we)) (VP (VBP need) (S (VP (TO to) (VP (VB go) (ADVP (IN outside)))))) (, ,)))"
[311],(ROOT (S (CC and) (NP (PRP we)) (VP (VBP need) (S (VP (TO to) (VP (VP (VB go) (ADVP (RB out))) (CC and) (VP (VB play) (CC and) (VB enjoy) (NP (DT some) (NN company))))))) (. .)))
[312],"(ROOT (S (NP (RB So) (PRP I)) (VP (MD would) (VP (VB go) (PRT (RB out)) (PP (IN with) (NP (PRP them))))) (, ,)))"
[313],"(ROOT (S (S (INTJ (UH now) (UH see)) (NP (EX there)) (VP (BES 's) (NP (DT the) (NN problem)))) (, ,) (NP (NNS parents)) (VP (VBP do) (RB not) (VP (VB do) (NP (DT that)))) (. .)))"
[310],(ROOT (INTJ (UH Yeah) (. .)))
[315],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ true))) (. .)))
"[314, 316]","(ROOT (SBAR (WHNP (NP (PRP They)) (PRN (, ,) (INTJ (UH say)) (, ,))) (S (NP (PRP you)) (VP (VP (VBP go) (ADVP (RB outside))) (CC and) (VP (VBP play))) (, ,))))"
[318],(ROOT (INTJ (UH Yeah) (. .)))
[319],"(ROOT (S (NP (PRP I)) (VP (VBD said)) (, ,)))"
[323],(ROOT (S (CC and) (NP (PRP we)) (VP (VBD did) (NP (JJ other) (NNS things))) (. .)))
"[317, 321]","(ROOT (S (CC Or) (PRN (, ,) (S (NP (PRP you)) (VP (VBP go) (VP (VB rent) (ADVP (NP (DT a) (NN video)) (IN up)) (PP (IN at))))) (, ,)) (NP (DT the) (NN store)) (VP (CC and) (VP (VBP come) (ADVP (RB home))) (CC and) (VP (VP (VBP sit) (ADVP (RB down))) (CC and) (VP (VBP watch) (NP (PRP it))))) (. .)))"
[325],"(ROOT (NP (S (S (INTJ (UH Well)) (NP (DT that)) (VP (BES 's))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (NP (DT that) (BES 's) (NN something) (NNS people)) (VP (VBP do) (RB not) (VP (VB do)))) (, ,))))))"
[326],"(ROOT (S (INTJ (UH well)) (, ,) (NP (RB here)) (ADVP (PRP we)) (VP (VBP are) (VP (VBG talking) (PP (IN on) (NP (DT that) (NN subject))))) (, ,)))"
[327],"(ROOT (PP (CC but) (NP (NP (DT that) (BES 's)) (, ,) (NP (DT that)) (BES 's) (NP (DT an) (JJ interesting) (NN concept)))))"
[324],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT that)) (VP (VBD was)) (, ,))))))"
[328],"(ROOT (S (NP (PRP I)) (VP (VBP have) (VP (VBN got) (S (VP (TO to) (VP (VB stick) (PRT (RP in)) (NP (PRP$ my) (NX (NX (XX MUMBLEx)) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))))))"
[330],(ROOT (S (NP (PRP You)) (VP (VBP know) (VP (VB work) (PP (IN with) (NP (NNS kids))))) (XX MUMBLEx)))
