[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[160],"(ROOT (PRN (CC and) (S (NP (PRP you)) (VP (MD can) (VP (VB tell) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP talk) (PP (IN about) (NP (NP (JJ beautiful) (NN weather)) (NP (DT some) (NNS mornings)) (SBAR (WHADVP (WRB when)) (S (NP (PRP we)) (VP (VBP 're) (PRN (, ,) (S (NP (PRP it)) (VP (MD 'll) (VP (VB be) (ADJP (RB too) (JJ cold))))) (, ,)))))))))))))))"
[161],"(ROOT (PRN (CC and) (S (NP (PRP they)) (VP (MD 'll) (VP (VB say))) (, ,))))"
[159],X
[163],"(ROOT (INTJ (UH Yeah) (, ,)))"
[164],(ROOT (INTJ (UH yeah) (. .)))
[162],(ROOT (S (S (INTJ (UH well)) (NP (DT those)) (VP (VBP are) (NP (DT the) (NNS ones)))) (NP (WDT that)) (VP (VBP like) (NP (DT the) (JJ cold) (NN weather))) (. .)))
[166],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (, ,))))"
[167],"(ROOT (S (NP (PRP he)) (VP (VBD did)) (, ,)))"
[168],(ROOT (S (NP (PRP he)) (VP (VBD did)) (. .)))
[165],"(ROOT (S (S (S (NP (PRP He))) (, ,) (NP (PRP he)) (ADVP (RB always)) (VP (VBD did) (NP (PDT such) (DT a) (JJ good) (NN job)))) (, ,) (NP (PRP I)) (VP (VBD thought)) (. .)))"
"[169, 171]",(ROOT (S (NP (PRP It)) (VP (VBD was) (SBAR (S (NP (PRP it)) (VP (VBD was) (ADVP (RB really)) (NP (DT a) (NN shame)))))) (. .)))
[170],"(ROOT (NP (NP (DT A)) (NP (JJ good) (NN weather) (NN man) (, ,))))"
[173],(ROOT (INTJ (UH Yeah) (. .)))
[172],(ROOT (S (NP (PRP He)) (VP (VBD did) (RB n't) (VP (VB go) (PP (IN with) (NP (PDT all) (DT the) (NNS gimmicks) (SBAR (WHNP (WDT that)) (S (NP (NP (DT some)) (PP (IN of) (NP (PRP them)))) (VP (VBD did)))))))) (. .)))
[174],"(ROOT (S (INTJ (UH Anyway) (, ,) (UH um)) (, ,) (ADVP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP it)) (VP (BES 's))))) (, ,)))"
[176],"(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ okay))) (, ,)))"
[175],(ROOT (S (NP (PRP It)) (VP (BES 's) (ADVP (RB kind) (RB of)) (ADJP (JJ hard) (S (VP (TO to) (VP (VB keep) (PRT (RP on)) (PP (IN about) (NP (NP (DT the) (NN weather)) (PP (IN for) (NP (CD five) (NNS minutes)))))))))) (. .)))
[179],"(ROOT (SINV (FRAG (INTJ (UH Oh))) (, ,) (VP (VBZ is)) (NP (NP (DT that)) (ADJP (JJ right))) (. ?)))"
[177],"(ROOT (S (NP (PRP they)) (VP (VBP say) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP 're) (ADJP (JJ done) (SBAR (S (NP (PRP you)) (VP (VBP 're) (ADJP (JJ done)))))))))) (, ,)))"
[181],(ROOT (INTJ (UH Okay) (. .)))
"[182, 184]",(ROOT (S (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB wait) (PP (IN for) (NP (PRP them)))))) (S (VP (TO to) (VP (VB say) (VP (VB cut) (PRT (RP off)) (NP (PRP$ your) (NN time)))))))) (. .)))
[183],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH good) (. .))))"
[186],"(ROOT (PRN (UH Well) (INTJ (UH good)) (, ,)))"
[185],"(ROOT (S (NP (PRP You)) (ADVP (RB just)) (VP (VP (VBP say) (PRN (, ,) (S (VP (VB Have) (NP (DT a) (JJ good) (NN day)))))) (CC or) (VP (FRAG (WHNP (WP whatever))))) (. .)))"
[187],"(ROOT (S (INTJ (UH well)) (, ,) (NP (RB then)) (VP (VB have) (NP (DT a) (JJ good) (NN day))) (. .)))"
[188],(ROOT (FRAG (ADVP (PRP You) (RB too)) (. .)))
