[0],(ROOT (INTJ (UH Okay) (. .)))
[103],"(ROOT (S (S (CC and) (NP (DT this)) (VP (VBD was) (, ,) (SBAR (S (NP (PRP I)) (VP (VBP mean)))))) (, ,) (NP (PRP she)) (VP (VBD did) (NP (NN research)) (PP (IN on) (NP (NP (PRP it)) (CC and) (NP (NN everything))))) (. .)))"
[111],(ROOT (INTJ (UH Uh-huh) (. .)))
"[110, 112]","(ROOT (S (CC or) (SBAR (IN if) (S (NP (PRP$ their) (NNS children)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (VP (VBD passed) (ADVP (RB away)) (SBAR (IN before) (S (NP (PRP they)) (VP (VBD did) (SBAR (S (NP (PRP they)) (VP (MD can) (VP (VB be) (PP (IN in) (NP (NP (DT some) (NNS places)) (SBAR (WHNP (WDT that)) (S (VP (VBP are)))))))))))))))) (, ,) (NP (PRP you)) (VP (VP (VBP know)) (, ,) (SBAR (WHNP (WDT that)) (, ,) (S (NP (WDT that)) (VP (VBP are) (RB not) (ADJP (JJ good)))))) (. .)))"
[114],"(ROOT (S (CC Or) (ADVP (PRP they)) (, ,) (NP (PRP they)) (VP (VBP have) (NP (NP (RB very) (NN minimum)) (, ,) (NP (JJ minimal) (NN care))))))"
[115],"(ROOT (S (CC and) (NP (DT the)) (, ,) (NP (NP (NP (DT the) (NN care)) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (VBP are) (VP (VBG getting)))))) (, ,) (NP (NP (DT the) (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBP are) (VP (VBG giving) (SBAR (S (NP (PRP it)) (VP (VBP are) (ADJP (XX pro-)))))))))) (, ,)) (VP (VBP are) (VP (VBN paid) (PP (IN at) (NP (DT a) (JJ minimum) (NN wage))) (, ,)))))"
[113],(ROOT (INTJ (UH Yeah) (. .)))
[116],"(ROOT (S (S (CC and) (S (NP (PRP they)) (ADVP (RB just)) (VP (VBP do)))) (, ,) (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB care) (ADJP (RB as) (JJ much)))) (. .)))"
[117],(ROOT (INTJ (UH Yeah) (. .)))
[118],"(ROOT (S (CC And) (SBAR (PRN (, ,) (CC and) (PP (IN like))) (S (NP (PRP you)) (VP (VBD said)))) (PRN (, ,) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG trying) (S (VP (TO to) (VP (VB make) (NP (PRP it)))))))) (, ,)) (NP (NP (DT the) (NNS caretakers)) (PP (IN in) (NP (DT some) (NNS cases)))) (VP (VBP are) (VP (VBG trying) (S (VP (TO to) (VP (VB make) (ADJP (JJ easy) (PP (IN on) (NP (PRP themselves)))) (PP (IN to) (NP (NP (DT the) (NN point)) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (VBP 're) (VP (VP (VBG putting) (NP (NP (NNS people)) (PP (IN in) (NP (NN bed))))) (CC or) (VP (VBG overmedicating) (NP (PRP them)) (SBAR (IN so) (S (NP (PRP they)) (VP (MD 'll) (VP (VP (VB stay) (PP (IN in) (NP (CD one) (NN spot)))) (CC and) (RB not) (VP (VB do) (NP (NN anything))))))))))))))))))) (. .)))"
[120],"(ROOT (S (NP (DT That)) (ADVP (RB certainly)) (VP (MD would) (VP (VB be) (NP (NN something)) (PP (TO to)) (, ,) (S (VP (TO to) (VP (VB watch) (PP (IN for))))))) (. .)))"
[119],(ROOT (INTJ (UH Uh-huh) (. .)))
[122],"(ROOT (S (NP (PRP I)) (VP (VBP know)) (, ,)))"
[123],"(ROOT (S (CC and) (ADVP (RB some-)) (, ,) (NP (CC and)) (ADVP (RB sometimes)) (VP (ADVP (PRP they)) (VBP share) (NP (DT a) (NN room))) (, ,)))"
[121],"(ROOT (S (SBAR (IN Because) (S (NP (PRP you)) (VP (VBP 've) (VP (VBN got) (, ,) (PP (IN with) (NP (NP (DT some)) (PP (IN of) (NP (PRP them))) (VP (VBG being)))))))) (, ,) (NP (NP (DT some)) (PP (IN of) (NP (DT these) (NNS places)))) (VP (MD can) (ADVP (RB even)) (VP (VB be) (NP (NP (QP (CD two) (CC and) (CD three) (CD thousand)) (NNS dollars)) (NP (DT a) (NN month)) (S (VP (TO to) (VP (VB stay) (PP (IN in)))))) (, ,) (ADVP (XX MUMBLEx)))) (. .)))"
[124],"(ROOT (FRAG (CC and) (NP (NP (PRP it)) (BES 's) (NP (RB just) (DT a) (JJ little) (NN cubbyhole)) (, ,))))"
[126],"(ROOT (PRN (CC and) (S (NP (PRP they)) (VP (VBP share) (NP (PRP it)) (PP (IN with) (NP (DT another) (NN person)))) (, ,))))"
[125],(ROOT (INTJ (UH Yeah) (. .)))
[128],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (, ,))))"
[127],(ROOT (S (CC and) (NP (PRP they)) (VP (VBP 're) (ADVP (RB still)) (VP (VBG paying) (ADJP (RB that) (JJ much)))) (. .)))
[129],"(ROOT (S (NP (RB so) (PRP you)) (VP (VBP 've)) (, ,)))"
[131],"(ROOT (INTJ (UH Yeah) (, ,)))"
[130],"(ROOT (S (NP (PRP It)) (, ,) (S (NP (PRP it))) (, ,) (ADVP (NP (NP (PRP it)) (ADVP (RB just))) (RB sometimes)) (, ,) (NP (PRP it)) (ADVP (RB just)) (VP (VBZ seems) (ADJP (JJ ridiculous))) (. .)))"
[133],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
[134],"(ROOT (FRAG (PP (UH uh-huh)) (, ,)))"
[135],(ROOT (INTJ (UH yeah) (. .)))
[136],"(ROOT (S (INTJ (UH Um)) (, ,) (ADVP (PRP I)) (VP (VBP 've) (VP (VBN been) (ADJP (JJ lucky)))) (, ,)))"
[137],"(ROOT (NP (S (S (INTJ (UH well)) (, ,) (NP (PRP$ my) (NN mom)) (VP (POS 's) (, ,) (INTJ (UH um)) (, ,) (NP (NNS parents)))) (, ,) (NP (PRP they)) (VP (VBP 're) (DT both) (PP (NN in) (NP (PRP$ their))) (, ,) (PP (IN in) (NP (NP (PRP$ their)) (PRN (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NNS eighties))) (, ,))))))))"
[138],(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD was) (ADVP (RB just)) (PP (ADVP (RB home)) (IN for) (NP (NN spring) (NN break)))))))
[139],"(ROOT (S (S (CC and) (NP (PRP$ my) (NN grandma)) (VP (VBD said) (NP (NN something)) (PP (IN to) (NP (PRP me))) (PP (IN about)))) (, ,) (S (NP (PRP she)) (VP (VBZ goes))) (, ,) (S (INTJ (UH well)) (NP (RB maybe) (PRP we)) (VP (MD 'll) (ADVP (RB just)) (VP (VB sell) (NP (DT the) (NN house))))) (. .)))"
[140],"(ROOT (S (S (NP (PRP She)) (VP (VBD said))) (, ,) (NP (PRP it)) (VP (BES 's) (VP (VBG getting) (ADJP (RB too) (JJ big)) (PP (IN for) (NP (PRP us))) (S (VP (TO to) (VP (VB take) (NP (NN care)) (PP (IN of))))))) (. .)))"
[141],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBD was) (PP (IN like) (PRN (, ,) (INTJ (UH no)) (, ,))))))"
[142],"(ROOT (INTJ (UH no) (, ,)))"
[132],"(ROOT (S (NP (PRP you)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to) (VP (ADVP (RB really)) (VB strike) (NP (NP (DT a) (NAC (NN balance) (PP (IN in) (WHNP (WP what)))) (NN kind)) (PP (IN of) (NP (NN care)))) (, ,) (SBAR (SBAR (WHNP (WP what) (NN kind) (PP (IN of) (NP (NP (NN level)) (PP (IN of) (NP (NN care)))))) (S (NP (PRP you)) (VP (VBP need)))) (, ,) (CC and) (ADVP (RB then)) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (MD can)))))))) (, ,) (SBAR (ADVP (RB unfortunately)) (WHNP (WP what)) (S (NP (PRP you)) (VP (MD can) (VP (VB afford) (PP (IN at) (NP (DT the) (JJ same) (NN time))))))))) (. .)))"
[143],"(ROOT (INTJ (UH no) (, ,)))"
[144],X
[146],"(ROOT (S (S (INTJ (UH Well) (, ,) (UH like)) (NP (EX there)) (VP (VBP are) (NP (JJ other) (NNS communities)) (, ,) (ADVP (RB too)))) (, ,) (NP (WDT that)) (VP (VBP are) (RB n't) (ADVP (RB necessarily)) (NP (DT a) (NN nursing) (NN home))) (. .)))"
[147],"(ROOT (S (NP (PRP I)) (VP (VBD had) (NP (NP (DT an) (NN aunt)) (SBAR (WHNP (WP who)) (S (VP (VBD lived) (PP (IN in) (NP (NP (DT a) (JJ small) (NN town)) (PP (IN in) (NP (NNP Texas))) (SBAR (WHNP (WHNP (WDT that)) (PRN (, ,) (INTJ (UH um)) (, ,))) (S (VP (VBD was) (ADVP (IN in) (DT a)))))))))))) (, ,)))"
[148],"(ROOT (S (S (NP (PRP it)) (VP (VBD was) (NP (DT a)))) (, ,) (NP (PRP it)) (VP (VBD was) (NP (DT a) (NN housing) (NN division))) (. .)))"
[145],(ROOT (S (VP (VB stay) (PP (IN in) (NP (DT the) (NN house))) (SBAR (ADVP (RB as) (RB long)) (IN as) (S (NP (PRP you)) (VP (MD can))))) (. .)))
"[149, 151]","(ROOT (S (NP (DT Each) (NN person)) (VP (VBD had) (NP (PRP$ their) (JJ own) (JJ little) (JJ bitty) (NN house)) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (VBD had) (VP (VBN built)))))) (, ,)))"
[152],"(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (VBD was) (VP (PRN (, ,) (INTJ (UH um)) (, ,)) (VBN supplemented))) (, ,))))"
[153],"(ROOT (PRN (S (NP (PRP$ their)) (, ,) (NP (PRP they)) (VP (VBD were) (, ,) (SBAR (S (NP (NP (JJS most)) (PP (IN of) (NP (PRP them)))) (VP (VBD were) (PP (IN on) (NP (JJ social) (NN security)))))))) (, ,)))"
[154],(ROOT (S (CC and) (NP (PRP they)) (VP (VBD got) (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (JJ supplemental) (NN aid)))) (PP (ADVP (RB besides)) (IN from) (NP (DT the) (NN state) (NN government)))) (. .)))
[155],"(ROOT (S (CC But) (NP (PRP it)) (VP (VBD was) (NP (NP (NP (DT this) (JJ little) (ADJP (JJ bitty) (NP (CD one))) (NN bedroom)) (NP (NN house))) (, ,)))))"
[156],"(ROOT (S (CC but) (ADVP (PRP it)) (VP (VBD was) (NP (DT a) (JJ separate) (NN house))) (, ,)))"
[150],(ROOT (INTJ (UH Uh-huh) (. .)))
"[157, 159]","(ROOT (S (CC and) (NP (PRP they)) (VP (VBD had) (NP (NP (DT a) (NN living) (NN room)) (, ,) (CC and) (NP (NP (NP (DT a) (NN bedroom)) (CC and) (NP (DT a) (NN kitchen))) (, ,) (CC and) (NP (DT a) (NN bathroom))))) (. .)))"
[160],"(ROOT (S (ADVP (RB So)) (PRN (S (NP (PRP they)) (ADVP (RB still)) (VP (VBD had))) (, ,)) (S (NP (PRP they)) (VP (VBD had))) (, ,) (CC and) (S (NP (PRP they)) (VP (VBD had) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBD came) (ADVP (RB in)) (SBAR (WHNP (WHNP (WP who)) (PRN (, ,) (INTJ (UH um)) (, ,))) (S (VP (VP (VBD supervised)) (, ,) (NP (NP (DT th-)) (, ,) (NP (PDT all) (DT these) (NNS houses)) (, ,)))))))))))))"
[158],(ROOT (INTJ (UH Oh) (. .)))
[161],(ROOT (S (VP (VBD were) (NP (INTJ (UH like)) (NP (CD fifteen) (CC or) (CD twenty))) (PP (IN of) (NP (PRP them)) (ADVP (DT all) (RB right) (RB together))) (PP (ADVP (RB kind) (RB of)) (IN like) (IN on) (NP (CD one) (NN block)))) (. .)))
[163],"(ROOT (S (CC And) (NP (PRP they)) (VP (VBD had) (NP (NP (DT a)) (, ,) (NP (DT a) (ADJP (ADJP (JJ supervisory)) (PRN (, ,) (INTJ (UH um)) (, ,))))))))"
[164],"(ROOT (SINV (VP (VBD was) (ADVP (RB n't))) (NP (NP (DT a) (NN house)) (PRN (, ,) (ADVP (RB really)) (, ,)))))"
[162],(ROOT (INTJ (UH Uh-huh) (. .)))
"[165, 167]","(ROOT (S (NP (PRP it)) (VP (VBD was) (, ,) (SBAR (S (S (NP (PRP it)) (VP (VBD was) (ADVP (RBR more)) (PP (IN like) (PRN (, ,) (INTJ (UH um)) (, ,)) (NP (NP (DT a) (NN headquarters)) (CC or) (NP (NN something)))))) (, ,) (S (INTJ (UH anyway)) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)))) (, ,) (NP (PRP they)) (VP (VBD staffed) (S (NP (PRP it)) (ADVP (NP (NP (CD three) (NNS shifts)) (NP (DT a) (NN day))) (IN so))) (PP (IN that) (NP (NN someone))))) (, ,) (S (SBAR (IN if) (S (NP (PRP they)) (VP (VBD needed) (NP (NN someone))))) (, ,) (NP (PRP they)) (VP (MD could) (VP (VB ring)))))))))"
[166],"(ROOT (S (NP (PRP It)) (VP (VBZ sounds) (PP (IN like) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (DT an) (NN apartment)) (CC or) (NP (NN som-))))) (, ,)))"
[169],(ROOT (INTJ (UH Oh) (. .)))
"[168, 170]","(ROOT (S (CC and) (NP (PRN (, ,) (CC and) (NP (NN someone)) (, ,))) (VP (MD could) (VP (VB come) (PP (IN to) (NP (PRP$ their) (NN house))))) (. .)))"
[172],"(ROOT (S (NP (CC And) (NP (DT that)) (, ,) (CC and) (NP (PRP they))) (ADVP (RB always)) (VP (VBD cooked)) (, ,)))"
[173],"(ROOT (S (SBAR (ADVP (RB then)) (S (NP (PRP they)) (VP (VBD had)))) (, ,) (NP (PRP they)) (VP (VBD had) (NP (NP (DT the) (NN choice)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))))"
[171],(ROOT (INTJ (UH Yeah) (. .)))
[174],(ROOT (S (NP (PRP they)) (VP (VBD lived) (PP (IN in) (NP (PRP$ their) (JJ own) (JJ little) (NN house)))) (. .)))
[175],(ROOT (INTJ (UH Uh-huh) (. .)))
[176],"(ROOT (S (S (NP (PRP They)) (VP (VBD had) (NP (NP (PRP$ their) (JJ own) (NNS possessions)) (PP (ADVP (RB still)) (IN in) (NP (RB there)))) (, ,) (PP (IN to) (NP (DT some) (NN ex-))))) (, ,) (NP (PRP you)) (VP (VP (VBP know)) (, ,) (NP (NP (DT some)) (PP (IN of) (NP (PRP them))))) (. .)))"
[178],"(ROOT (S (CC And) (NP (PRP they)) (VP (MD could) (VP (VB make) (NP (NP (NP (PRP$ their) (JJ own) (NN breakfast)) (SBAR (IN if) (S (NP (PRP they)) (VP (VBD wanted) (PP (TO to)))))) (, ,) (CC and) (NP (PRP$ their) (JJ own) (NN dinner))) (, ,)))))"
[179],(ROOT (S (CC and) (NP (PRP they)) (ADVP (RB always)) (VP (VBD had) (S (NP (NN somebody)) (VP (VB come) (ADVP (RB in)) (PP (IN for) (NP (NN lunch)))))) (. .)))
[177],(ROOT (INTJ (UH Uh-huh) (. .)))
[180],"(ROOT (S (CC But) (NP (PRP they)) (VP (VBD had) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBD did) (SBAR (S (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,) (NP (PRP they)) (VP (VBD did) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB mess) (PP (IN with) (NP (DT the) (NN yard))))))))))))))) (. .)))"
[182],"(ROOT (S (NP (PRP They)) (VP (VBD had) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBD did) (NP (DT the) (NN yard))))))) (, ,)))"
[183],"(ROOT (S (CC and) (NP (PRP they)) (VP (VBD had) (NP (DT a) (NN maid)) (SBAR (WHNP (WDT that)) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)) (S (NP (NN service)) (NP (WDT that)) (VP (VP (VBD came) (ADVP (RB in))) (CC and) (VP (VBD cleaned) (NP (NP (NN everybody) (POS 's)) (NN house))))))) (. .)))"
[181],(ROOT (INTJ (UH Uh-huh) (. .)))
[184],(ROOT (S (RB So) (NP (PRP they)) (VP (VBD did) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB worry) (PP (IN about) (NP (DT that)))))))) (. .)))
[185],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
[186],"(ROOT (S (S (CC And) (NP (PRP it)) (VP (VBD was) (ADVP (RB really)) (NP (DT a) (JJ nice)))) (, ,) (NP (PRP it)) (VP (VBD was) (NP (RB really) (DT a) (JJ nice) (NN compromise)) (, ,) (ADVP (RB especially)) (, ,) (SBAR (IN because) (S (NP (PRP she)) (VP (VBD felt) (SBAR (IN like) (S (NP (PRP she)) (VP (VBD was) (ADVP (RB still)) (VP (VBG living) (PP (IN in) (NP (PRP$ her) (JJ own) (NN house))))))))))) (. .)))"
[188],"(ROOT (S (CC And) (NP (PRP she)) (ADVP (RB still)) (VP (VBD had) (NP (NP (PRP$ her) (JJ own) (NN couch)) (, ,) (CC and) (NP (PRP$ her) (JJ own) (NN bed)) (, ,)))))"
[189],"(ROOT (PRN (CC and) (S (NP (PRP it)) (, ,) (NP (PRP it)) (VP (ADVP (RB really)) (VBD helped) (NP (DT a) (NN lot))) (, ,))))"
[190],"(ROOT (PRN (CC and) (S (NP (PRP she)) (VP (VBD was) (ADJP (ADVP (NP (DT a) (NN lot)) (RBR more)) (JJ comfortable))) (, ,))))"
[187],(ROOT (INTJ (UH Uh-huh) (. .)))
[191],"(ROOT (S (CC and) (NP (PRP she)) (VP (VBD did) (RB n't) (VP (VB resent) (PRT (XX MUMBLEx)) (NP (UH like)) (S (VP (VBG having) (S (VP (TO to) (VP (VB be) (PP (IN in) (NP (DT a) (NN situation))) (, ,) (SBAR (IN because) (S (NP (PRP she)) (ADVP (RB still)) (VP (VBD had) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP$ her) (JJ own) (NNS possessions)))))))))))))) (. .)))"
[192],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH really) (. ?))))"
[194],"(ROOT (SBAR (UH See) (, ,) (S (INTJ (UH now)) (NP (PRP we)) (VP (VBP 've) (VP (VBN run) (PP (IN into) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS problems))))) (SBAR (WHADVP (WRB where)) (S (NP (PRP$ our) (NNS relatives)) (VP (VBD were)))) (, ,))))))"
[193],(ROOT (INTJ (UH Yeah) (. .)))
[195],"(ROOT (S (INTJ (UH well)) (, ,) (ADVP (PRP I)) (VP (VBP 've) (VP (VBN lived) (ADVP (RB here)) (PP (IN for) (NP (CD thirty) (NNS years))))) (, ,)))"
[197],"(ROOT (S (S (CC and) (NP (PRP we)) (VP (VBP 've) (VP (VBN built) (NP (DT this))))) (, ,) (CC and) (S (NP (DT this)) (VP (VBZ is) (NP (PRP$ our) (NN home))) (, ,))))"
[198],"(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBP have) (S (NP (NN nothing) (RB else)) (VP (TO to) (VP (VB show) (PP (IN for) (NP (PRP$ our) (NNS lives))))))) (, ,))))"
[196],(ROOT (INTJ (UH Yeah) (. .)))
[199],(ROOT (S (CC and) (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB leave)))))) (. .)))
[200],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
[202],"(ROOT (INTJ (UH Yeah) (, ,)))"
[201],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP we)) (VP (VBP 've) (VP (VBN run) (PP (IN into) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT that))))))) (. .)))"
[203],(ROOT (S (NP (PRP it)) (VP (MD would) (VP (VB be) (ADJP (JJ hard) (PP (TO to))))) (. .)))
[205],"(ROOT (S (NP (DT That)) (VP (BES 's) (, ,) (NP (DT that)) (BES 's) (SBAR (WHADVP (WRB why)) (FRAG (NP (DT this))))) (, ,)))"
[206],"(ROOT (S (NP (PRP she)) (VP (VBD was) (, ,) (SBAR (S (NP (PRP she)) (VP (VBD felt) (NP (DT that) (NN way)) (, ,) (ADVP (RB too)))))) (, ,)))"
[204],(ROOT (INTJ (UH Uh-huh) (. .)))
[207],"(ROOT (FRAG (CC but) (SBAR (WHADVP (WRB when)) (, ,) (S (NP (PRP it)) (VP (VBD helped) (SBAR (IN that) (S (NP (PRP she)) (VP (VBD got) (S (VP (TO to) (ADVP (RB still)) (VP (VP (VB be) (PP (IN in) (NP (DT a) (NN house)))) (CC and) (ADVP (RB still)) (VP (VB have) (NP (NP (DT some)) (PP (IN of) (NP (PRP$ her) (JJ own) (NN stuff)))))))))))))) (. .)))"
[209],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP guess) (PP (IN that) (PRN (, ,) (ADVP (IN that)) (, ,))))))"
[210],"(ROOT (S (NP (PRP it)) (VP (VBD was) (NP (NP (DT a) (NN pilot) (NN program)) (SBAR (S (NP (PRP I)) (VP (VBP think))))) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (PRP she)) (VP (VBD lived))))) (, ,)))"
[208],(ROOT (INTJ (UH Yeah) (. .)))
[212],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
[213],(ROOT (INTJ (UH yeah) (. .)))
[214],"(ROOT (NP (NP (DT That)) (PRN (BES 's) (SBAR (WHNP (WP what)) (FRAG (INTJ (UH like)))) (, ,))))"
[215],"(ROOT (S (INTJ (UH well) (, ,) (UH um)) (, ,) (ADVP (RB now)) (VP (ADVP (PRP I)) (VBP know) (SBAR (S (NP (PRP we)) (VP (VBP have) (NP (DT an) (JJ ol)))))) (, ,)))"
[216],"(ROOT (S (NP (PRP we)) (VP (VBP call) (NP (PRP it)) (SBAR (S (NP (DT an) (JJ old) (NNS folks)) (VP (VBP home))))) (, ,)))"
[217],"(ROOT (S (CC but) (NP (PRP it)) (VP (BES 's) (ADVP (RB basically)) (NP (DT a) (NN nursing) (NN home)) (ADVP (RB too)) (, ,))))"
[211],(ROOT (S (RB so) (NP (PRP it)) (VP (BES 's) (ADVP (RB probably)) (RB not) (ADJP (RB widely) (JJ available))) (. .)))
[218],(ROOT (S (CC but) (NP (NN everyone)) (VP (VBZ has) (NP (RB basically) (PRP$ their) (JJ own) (NN room))) (. .)))
[220],"(ROOT (S (CC And) (NP (PRP they)) (VP (VBP 're) (ADJP (ADJP (VBN allow)) (, ,) (SBAR (S (NP (PRP you)) (VP (VBP know))))) (PRN (, ,) (ADVP (XX th-)) (, ,)))))"
[219],(ROOT (INTJ (UH Yeah) (. .)))
[221],(ROOT (S (NP (NP (NN none)) (PP (IN of) (NP (PRP them)))) (VP (VBP have) (NP (NP (NNS cars)) (SBAR (IN because) (S (NP (PRP they)) (VP (MD ca) (RB n't) (VP (VB drive))))))) (. .)))
[223],"(ROOT (S (CC But) (SBAR (IN if) (S (NP (NN someone)) (VP (MD would) (VP (VB come) (S (VP (TO to) (VP (VB get) (NP (PRP them))))))))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (NP (PRP they)) (VP (VBP 're) (VP (VBN allowed) (S (VP (TO to) (VP (VB leave) (PP (IN with) (NP (PRP them))))))))) (, ,)))))"
[224],"(ROOT (PRN (CC and) (S (NP (EX there)) (VP (BES 's) (NP (DT a) (NN staff)) (ADVP (RB there)) (SBAR (WHNP (WDT that)) (S (VP (VBZ makes) (NP (NP (NN supper)) (PP (IN for) (NP (PRP them))))))) (, ,)))))"
[225],"(ROOT (PRN (CC and) (S (NP (DT each) (NN person)) (VP (VBZ has) (NP (DT a) (NN chore))) (, ,))))"
[222],(ROOT (INTJ (UH Uh-huh) (. .)))
[226],(ROOT (S (INTJ (UH like)) (VP (ADVP (RB maybe) (NP (NP (NNP Wednesday) (NN night)) (ADVP (PRP it)))) (BES 's) (NP (NP (NNP George) (POS 's)) (NN turn) (S (VP (TO to) (VP (VB set) (NP (PDT all) (DT the) (NNS tables))))))) (. .)))
[227],(ROOT (INTJ (UH Uh) (. .)))
[228],"(ROOT (S (CC And) (NP (PRP it)) (VP (BES 's) (ADJP (RB really) (JJ nice)) (SBAR (IN because) (S (NP (DT that)) (VP (VBZ keeps) (S (NP (PRP them)) (VP (VBG going) (, ,) (ADVP (RB too)) (, ,) (PP (IN rather) (S (ADVP (IN than) (RB just)) (VP (VBG sitting) (PRT (RP around))))))))))) (. .)))"
[230],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP know) (, ,) (S (INTJ (UH um)) (, ,) (NP (PRP$ our) (NN youth) (NN group)) (VP (VBZ goes) (PRT (RP over)))))))"
[229],(ROOT (INTJ (UH Yeah) (. .)))
[232],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ good))) (. .)))
"[231, 233]","(ROOT (S (S (CC and) (NP (PRP we)) (VP (VBP play) (NP (NN bingo)) (PP (IN with) (NP (PRP them))))) (CC and) (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (INTJ (UH like)) (, ,) (S (NP (NP (NN stuff)) (PP (IN like) (NP (DT that))))))) (. .)))"
[234],(ROOT (S (NP (NN Everybody)) (VP (VBZ needs) (NP (NP (DT some) (NN sense)) (PP (IN of) (NP (NN responsibility))))) (. .)))
[235],(ROOT (INTJ (UH Uh-huh)))
[237],"(ROOT (INTJ (UH Yeah) (, ,)))"
[236],"(ROOT (S (NP (CC An) (NP (NP (RB even)) (, ,) (ADVP (RB even) (PP (IN if) (NP (PRP it)))))) (VP (BES 's) (ADVP (RB just)) (ADJP (NP (DT a) (JJ little)) (NN bit))) (. .)))"
[238],(ROOT (S (VP (ADVP (RB just)) (S (VP (TO to) (VP (VB keep) (S (NP (PRP them)) (VP (VBG going))))))) (. .)))
[239],(ROOT (INTJ (UH Yeah) (. .)))
[240],(ROOT (INTJ (UH Uh-huh) (. .)))
[242],(ROOT (INTJ (UH Yeah) (. .)))
"[241, 243]","(ROOT (S (ADVP (RB So)) (, ,) (NP (PRP it)) (VP (BES 's) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's) (ADVP (RBR more)) (PP (IN like) (S (VP (VBG living) (PP (IN with) (NP (DT a) (JJ big)))))) (, ,) (PP (IN in) (NP (NP (DT a) (JJ big) (NN house)) (SBAR (WHADVP (WRB where)) (S (NP (PRP it)) (VP (BES 's) (NP (PRP$ your) (NN turn)) (PP (TO to)) (, ,) (S (VP (TO to) (VP (VB set) (NP (DT the) (NN table)))))))))))) (, ,)) (SBAR (SBAR (IN like) (S (NP (PRP you)) (VP (VBP 're) (VP (VBG saying))))) (, ,) (CC or) (SBAR (WHNP (WP whatever)) (S (PP (IN instead) (PP (IN of) (S (VP (VBG being) (VP (VBN waited) (PP (IN on) (NP (NN hand) (CC and) (NN foot))) (NP (PDT all) (DT the) (NN time))))))))))) (. .)))"
[245],"(ROOT (INTJ (UH Yeah) (, ,)))"
[244],(ROOT (INTJ (UH Uh-huh) (. .)))
[247],"(ROOT (S (CC But) (NP (PRP I)) (VP (VBP think) (PP (IN before) (NP (XX i-)) (, ,)))))"
[248],"(ROOT (FRAG (PP (UH like) (NP (PRP you))) (, ,)))"
[249],"(ROOT (S (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (NP (XX y-))))) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (S (NP (PRP it)) (ADJP (BES 's) (JJ right) (S (VP (TO to) (VP (ADVP (RB just)) (VB put) (NP (NP (NN someone)) (PP (IN in) (NP (PRP it))))))))))) (. .)))"
[246],(ROOT (S (NP (DT that)) (VP (MD would) (VP (VB be) (ADJP (JJ nice)))) (. .)))
[251],"(ROOT (INTJ (UH Yes) (, ,)))"
