[0],(ROOT (INTJ (UH Okay) (. .)))
[116],"(ROOT (PRN (CC and) (S (NP (NNS people)) (VP (VBD got) (S (VP (TO to) (VP (VB choo) (, ,) (VB pick) (CC and) (VB choose))))) (, ,))))"
[117],"(ROOT (S (CC but) (, ,) (ADVP (CC but)) (PP (IN by) (NP (DT the) (NN end))) (, ,) (NP (NN everyone)) (VP (VBD had) (NP (NP (DT a) (JJ good) (NN sample)) (PP (IN of))) (, ,) (PP (IN of)) (PRN (, ,) (PP (IN of)) (, ,)) (SBAR (WHADVP (ADVP (RB sort) (RB of)) (WRB how)) (S (VP (VP (TO to) (VP (VB think) (PP (IN about) (NP (DT these) (NNS things))) (ADVP (RB nonscientifically)))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))))))"
[118],"(ROOT (S (ADVP (CC and)) (, ,) (FRAG (INTJ (UH uh))) (, ,) (CC and) (S (NP (DT that)) (ADVP (RB sort) (RB of)) (VP (VBD forced) (NP (PRP them)))) (. .)))"
[119],"(ROOT (S (CC But) (NP (PRP I)) (VP (VBP believe) (SBAR (IN that) (PRN (, ,) (SBAR (WHNP (IN that)) (PRN (, ,) (SBAR (IN that) (S (NP (PRP you)) (, ,) (NP (NP (CD one)) (PP (IN of) (NP (NP (DT the)) (, ,) (NP (NP (CD one)) (PP (IN of) (NP (DT the) (JJS best) (NNS things))) (S (VP (TO to) (VP (VB do) (, ,) (ADVP (ADVP (IN at) (JJS least)) (PP (IN for) (NP (PRP me)))) (PP (IN in) (NP (NN school)))))))))) (VP (VBD was)))) (, ,)) (S (VP (VBD was)))) (, ,)) (S (NP (PRP I)) (VP (VBD was) (ADVP (RB sort) (RB of)) (VP (VBN forced) (S (VP (TO to) (VP (VB take) (NP (NP (NNS lots)) (PP (IN of) (NP (NP (JJ different) (NNS kinds)) (PP (IN of) (NP (NNS courses)))))))))))))) (. .)))"
[120],"(ROOT (NP (S (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (VP (VBD was) (VP (VBN forced) (S (VP (TO to) (VP (VB take))))))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP you)) (VP (VP (VBP know)) (, ,) (NP (NP (DT some) (NN sort)) (PP (IN of) (NP (NN art) (NN history) (NN course))))) (, ,)))))))"
[121],"(ROOT (S (CC and) (NP (PRP we)) (ADVP (DT all)) (VP (VBD grumbled) (PP (IN about) (NP (PRP it))) (PP (IN at) (NP (JJ first)))) (, ,)))"
[113],(ROOT (INTJ (UH Right) (. .)))
"[122, 124]","(ROOT (S (CC but) (ADVP (RB then)) (, ,) (S (ADVP (RB afterward)) (, ,) (NP (PRP we)) (ADVP (DT all)) (VP (VBD wound) (PRT (RP up)) (S (VP (VBG taking) (NP (JJ extra) (NN art) (NN history) (NNS classes)))) (, ,) (SBAR (IN because) (S (NP (PRP it)) (ADVP (RB just)) (VP (VP (VBD seemed) (PP (IN like) (NP (NP (NN something)) (, ,) (NP (NP (NN something)) (SBAR (S (NP (PRP we)) (VP (VBD did) (RB n't) (ADVP (RB totally)) (VP (VB know) (ADVP (NN nothing) (IN about)))))))))) (, ,) (CC but) (ADVP (RB just)) (VP (VBD enjoyed) (ADVP (RB very) (RB much)) (S (VP (VBG doing))))))))) (, ,) (CC and) (S (NP (NP (NN something)) (SBAR (S (NP (PRP I)) (VP (MD would))))) (ADVP (RB never)) (VP (MD would) (VP (VB have) (VP (VBN done) (ADVP (IN if)) (, ,) (SBAR (IN if) (S (NP (PRP I)) (VP (VBD was) (RB n't) (VP (VBN forced) (S (VP (TO to) (VP (VB take) (NP (PRP it))))))))))))) (. .)))"
"[123, 125]","(ROOT (NP (S (S (INTJ (UH Yes)) (, ,) (NP (PRP I)) (VP (VBP re))) (, ,) (NP (PRP I)) (VP (VBP remember) (NP (DT that) (NN experience))))))"
[126],(ROOT (INTJ (UH Uh-huh) (. .)))
[128],(ROOT (INTJ (UH Yes) (. .)))
[129],(ROOT (INTJ (UH Uh-huh) (. .)))
[130],"(ROOT (S (NP (CC And) (NP (DT that)) (, ,) (CC and) (NP (DT that))) (ADVP (RB really)) (VP (VBZ is) (NP (NP (NN something)) (SBAR (WHNP (WDT that)))) (, ,) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP notice))))) (, ,)))"
[131],"(ROOT (PRN (UH like) (S (NP (PRP I)) (VP (VBP talk) (PP (IN to) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP$ my) (NNS friends))))) (PP (IN at) (NP (NP (NN school)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADJP (RBR more) (JJ specialized))))))))) (, ,)))"
[132],(ROOT (S (CC and) (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB have) (NP (DT that)))) (. .)))
[133],"(ROOT (FRAG (NP (NP (PRP They)) (SBAR (S (S (ADVP (RB just)) (, ,) (NP (PRP you)) (VP (VBP know))) (PRN (, ,) (S (NP (PRP they)) (VP (VP (VBD went) (ADVP (RB in))) (CC and) (VP (VBD took) (NP (PRP$ their) (NNS courses)) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (VBD were) (VP (VBN expected) (S (VP (TO to) (VP (VB take))))))))))) (, ,)))))))"
[134],(ROOT (S (CC and) (NP (DT that)) (VP (VBD was) (NP (DT all))) (. .)))
[135],"(ROOT (S (S (NP (PRP They)) (ADVP (RB never)) (VP (VBD had) (NP (NP (DT some)) (PP (IN of) (NP (DT the) (ADJP (RBR more) (JJ fun)) (NNS classes)))))) (, ,) (NP (PRP I)) (VP (VBP guess) (ADVP (XX MUMBLEx))) (. .)))"
[127],"(ROOT (S (NP (NP (DT that)) (ADVP (CC and))) (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (NP (JJ extra)) (NP (NP (NN music)) (NP (NNS classes))))) (. .)))"
[136],(ROOT (S (NP (PRP I)) (VP (VBP feel) (ADJP (ADVP (NP (DT a) (RB little)) (RBR more)) (JJ worldly)) (NP (RB now))) (. .)))
[138],"(ROOT (INTJ (UH Yes) (, ,)))"
[137],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (DT that)) (VP (MD will) (VP (VB continue) (S (VP (TO to) (VP (VB grow) (SBAR (RB even) (IN as) (S (NP (PRP you)) (VP (VBP go) (PP (IN beyond) (NP (NN graduate) (NN school))))))))))) (. .)))"
[139],"(ROOT (S (S (NP (PRP I)) (VP (VBP 'm))) (, ,) (S (NP (PRP I)) (VP (VBP 'm))) (, ,) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG hoping)))) (, ,) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG hoping)))) (. .)))"
[141],"(ROOT (INTJ (UH Yes) (, ,)))"
[142],"(ROOT (PRN (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VP (VBD graduated) (, ,) (NP (UH um))) (, ,) (NP (NP (NN college)) (PP (IN in) (NP (CD eighty-seven)))))) (, ,)))"
[143],(ROOT (S (CC and) (NP (PRP I)) (ADVP (RB just)) (VP (VBD went) (ADVP (RB straight)) (ADVP (RB through))) (. .)))
[144],"(ROOT (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (VP (VBP 'm) (VP (VBG finishing) (PRT (RP up)) (NP (JJ next) (NN year)))) (. .)))"
[145],"(ROOT (FRAG (S (ADJP (ADJP (RB So)) (PRN (, ,) (INTJ (UH yeah)) (, ,))))))"
[146],(ROOT (S (NP (PRP I)) (VP (VBD did) (RB n't) (VP (VB take) (NP (DT any) (NN break) (CC or) (NN anything)) (ADVP (RB yet)))) (. .)))
[147],"(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (VP (VBG trying) (SBAR (S (FRAG (INTJ (UH actually)) (, ,) (PP (IN in) (NP (JJ graduate) (NN school)))) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (VP (VBG trying) (S (VP (TO to) (VP (VP (VB do) (NP (DT the) (JJ same) (NN thing))) (, ,) (VP (VB take) (NP (NNS courses))) (, ,) (PP (IN out-) (PRN (, ,) (PP (RB completely) (IN outside) (NP (PRP$ my) (NN area))) (, ,))))))))))))))))"
[148],"(ROOT (S (CC and) (NP (PRP I)) (VP (VBP 'm) (VP (VBG finding) (PP (IN in) (NP (JJ graduate) (NN school))))) (PRN (S (NP (PRP it)) (VP (BES 's) (ADJP (NP (DT a) (NN lot)) (JJR harder)))) (, ,)) (SBAR (IN because) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP I)) (ADVP (RB just)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (DT the) (NN time) (GW any)) (^RB more) (S (VP (TO to) (VP (ADVP (RB sort) (RB of)) (VB sit) (PRT (RP in)) (NP (NP (DT a) (NN course)) (, ,) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP 'm) (RB not) (VP (VBG getting) (S (VP (VBN graded) (PP (IN for))))))))))))))))) (. .)))"
[149],"(ROOT (S (SBAR (IN Whereas) (RB before) (S (NP (PRP I)) (VP (MD would) (ADVP (RB just)) (VP (VB sign) (PRT (RP up)) (PP (IN for) (NP (NP (NN credit)) (PP (IN for) (NP (PRP it))))))))) (, ,) (ADVP (RB now)) (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB sign) (PRT (RP up)) (PP (IN for) (NP (NP (DT an) (NN art) (NN history) (NN course)) (PP (IN for) (NP (NN credit))))) (ADVP (RB necessarily)))) (. .)))"
[150],"(ROOT (S (NP (RB So) (PRP I)) (VP (VBP have) (S (VP (TO to) (VP (VB try) (CC and) (VB go) (NP (PRP myself)))))) (, ,)))"
[140],"(ROOT (S (S (VP (VBP Have))) (, ,) (VP (VBP have) (S (NP (PRP you)) (VP (VBN gone) (ADVP (RB straight)) (ADVP (RB through))))) (. ?)))"
[152],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ true))) (. .)))
[151],"(ROOT (S (S (CC and) (NP (PRP I)) (VP (VP (VBD went) (PP (IN for) (NP (UH like))) (NP (NP (CD two)) (CC or) (NP (CD three) (NNS weeks)))) (CC and) (VP (VBD realized)))) (, ,) (S (NP (RB not) (JJ enough) (NN time)) (PP (IN for) (NP (NP (DT the) (NN work)) (ADVP (RB unfortunately))))) (. .)))"
[154],(ROOT (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG pursuing) (NP (NP (DT a) (NNP Doctorate)) (PP (IN in) (NP (NNP Psychology)))))) (. .)))
[155],"(ROOT (SINV (S (ADVP (RB So)) (, ,) (NP (PRP I)) (VP (VBP 'm) (ADVP (RB just)))) (, ,) (VP (VBP wind) (PRT (RP up)) (S (VP (VBG spending) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN time))))))) (S (VP (VBG doing) (NP (DT that)) (ADVP (RB instead)))) (. .)))"
[156],"(ROOT (FRAG (INTJ (UH Uh)) (, ,) (NP (NP (WP what)) (NP (RB else))) (. .)))"
[153],(ROOT (SQ (VBP Are) (NP (PRP you)) (VP (VBG pursuing) (NP (NP (DT a) (NP (NNP Master) (POS 's))) (CC or) (NP (DT a) (NNP Doctorate)))) (. ?)))
[157],"(ROOT (PRN (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP think) (NP (PRP I)))) (, ,)))"
[158],"(ROOT (S (INTJ (UH Well)) (, ,) (VP (VP (VB let) (NP (PRP me))) (, ,) (VP (VB let) (S (NP (PRP me)) (VP (VB encourage) (S (NP (PRP you)) (VP (TO to) (VP (VB stop))))))) (CC and) (VP (VB experience) (NP (NN life)) (PP (IN along) (NP (DT the) (NN way))))) (. .)))"
[159],(ROOT (INTJ (UH Oh) (. .)))
[160],"(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (ADVP (RB first)) (VP (VBD enrolled) (PP (IN in) (NP (NN college))) (PP (IN in) (NP (CD nineteen) (CD sixty-six)))) (. .)))"
[162],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (NP (NP (CD six) (NNS years)) (, ,) (CC and) (NP (DT a)) (, ,)) (CC and) (NP (NP (DT a) (NN war)) (ADVP (RB later)))) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBD got) (NP (NP (DT a) (NN degree)) (, ,) (NP (DT an) (JJ undergraduate) (NN degree)))) (. .)))"
[163],"(ROOT (S (CC And) (PP (NP (RB then) (CD fifteen) (NNS years)) (IN after) (NP (DT that))) (, ,) (NP (PRP I)) (VP (VBD got) (NP (NP (DT the) (JJ first)) (PP (IN of) (NP (NP (DT a) (NN set)) (PP (IN of) (NP (NP (NN master) (POS 's)) (NNS degrees)))))))))"
[161],(ROOT (INTJ (UH Uh-huh) (. .)))
[164],(ROOT (S (CC and) (PP (NP (CD four) (NNS years)) (IN after) (NP (DT that))) (NP (PRP I)) (VP (VBD got) (NP (NP (DT another) (NN master) (POS 's)) (NN degree))) (. .)))
[165],(ROOT (S (INTJ (UH Um)) (. .) (NP (PRP You)) (VP (VBD had) (NP (NP (JJ real) (NN world) (NN experience)) (PP (IN in) (NP (NP (DT the) (NN middle)) (FRAG (INTJ (UH there))))))) (. .)))
[167],"(ROOT (S (S (CC And) (NP (DT that)) (VP (VBD helped))) (, ,) (NP (PRP you)) (VP (VBP think)) (. ?)))"
[166],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yes) (. .))))"
[168],"(ROOT (S (CC Or) (ADVP (DT that)) (VP (VBD was)) (, ,)))"
[170],(ROOT (INTJ (UH Uh-huh) (. .)))
[171],"(ROOT (INTJ (UH Um) (. .) (UH Yeah) (, ,)))"
[172],(ROOT (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG getting) (NP (NP (DT some)) (PP (IN of) (NP (DT that)))))) (. .)))
[169],"(ROOT (S (NP (PRP It)) (, ,) (NP (PRP it)) (ADVP (RB certainly)) (VP (VBZ makes) (NP (NP (NN acceptance)) (PP (IN of) (NP (NP (JJ different) (NNS ideas)) (ADJP (NP (DT a) (NN lot)) (JJR easier)))))) (. .)))"
"[173, 175]","(ROOT (S (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (VP (VBP have))) (, ,) (NP (PRP I)) (VP (VBP have) (NP (NP (ADVP (RB sort) (RB of)) (DT some)) (, ,) (NP (NN work) (NN experience)) (XX MUMBLEx))) (. .)))"
[176],(ROOT (S (NP (PRP$ My) (NN wife)) (VP (VBZ is) (RB not) (NP (DT an) (NN academic)) (ADVP (IN at) (DT all))) (. .)))
[177],"(ROOT (S (NP (PRP$ My) (NN wife)) (VP (VBZ is) (ADVP (RB sort) (RB of)) (PP (IN in) (NP (DT the) (JJ real) (NN world)))) (, ,)))"
[178],(ROOT (PRN (CC and) (ADJP (RB so) (SBAR (S (NP (PRP I)) (ADVP (RB sort) (RB of)) (VP (VBP hinge) (ADVP (RB halfway)) (ADVP (IN out) (PP (IN in) (NP (DT the) (JJ real) (NN world))))))))))
[179],"(ROOT (S (CC and) (NP (PRP I)) (, ,) (S (VP (VBG getting))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (NP (JJ real) (NN world)) (XX MUMBLEx)) (. .)))"
[180],"(ROOT (S (NP (RB Especially) (PRP she)) (VP (VBZ works) (SBAR (IN in) (S (SBAR (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)) (S (NP (PRP she)) (VP (VBZ works) (PP (IN in) (NP (DT the)))))) (, ,) (NP (PRP she)) (VP (VBZ works) (PP (IN for) (NP (NP (DT a) (JJ temporary) (NN agency)) (, ,) (NP (XX ac-)) (, ,)))))))))"
[181],"(ROOT (S (CC and) (NP (PRP I)) (ADVP (RB never)) (VP (MD would) (VP (VB have) (VP (VBN had)))) (, ,)))"
[182],"(ROOT (S (NP (PRP she)) (VP (BES 's) (NP (DT the) (NN office) (NN supervisor))) (, ,)))"
[183],"(ROOT (S (S (NP (PRP I)) (ADVP (RB never)) (VP (MD would) (VP (VB have) (VP (VBN had) (NP (DT any)))))) (, ,) (S (NP (PRP I)) (VP (VBP 've))) (, ,) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN learned) (S (ADJP (JJ much))) (ADVP (ADVP (RB just) (RB sort) (RB of)) (PP (IN by) (S (VP (VBG watching) (NP (NP (ADJP (PRP$ her) (CC and) (PRP$ her))) (, ,) (CC and) (NP (NP (PRP$ her) (NN business)) (PP (IN as) (ADVP (RB well)))))))))))) (. .)))"
[184],"(ROOT (FRAG (PP (ADVP (RB So)) (UH yeah)) (, ,)))"
[174],X
[185],"(ROOT (S (PP (RB so) (NP (PRP I))) (, ,) (NP (PRP I)) (VP (VP (MD can)) (PRN (, ,) (S (NP (PRP I)) (VP (MD can) (VP (VB see) (SBAR (WHADVP (WRB where)) (S (NP (DT that)) (VP (MD might) (VP (VB be) (NP (DT a))))))))) (, ,)))))"
[186],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (JJ vicarious) (NN learning)) (VP (VBZ is) (NP (DT a) (JJ wonderful) (NN thing))) (. .)))"
[188],"(ROOT (S (NP (PRP It)) (ADVP (RB certainly)) (VP (VBZ means) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB experience) (NP (NN everything)))))))))) (, ,)))"
[187],(ROOT (INTJ (UH Yeah) (. .)))
[190],"(ROOT (S (NP (DT That)) (VP (BES 's) (NP (PRP$ my))) (, ,)))"
[191],(ROOT (S (INTJ (UH oh)) (VP (UH yeah)) (. .)))
[193],"(ROOT (INTJ (UH Yeah) (, ,)))"
[194],"(ROOT (FRAG (PP (VBN agreed)) (, ,)))"
[195],(ROOT (S (VP (VBN agreed)) (. .)))
"[189, 192]","(ROOT (S (CC but) (NP (NN experience)) (VP (VBZ is) (NP (DT a) (JJ wonderful) (, ,) (NN teacher)) (ADVP (RB also))) (. .)))"
[196],"(ROOT (S (S (INTJ (UH Well)) (, ,) (S (NP (PRP I)) (VP (MD 'll))) (, ,) (S (NP (PRP I)) (VP (MD 'll) (VP (VB take) (NP (DT that)))))) (, ,) (NP (PRP I)) (VP (MD 'll) (VP (VP (VB take) (NP (DT that))) (XX MUMBLEx) (CC and) (VP (VB think) (NP (DT that)) (PP (RP through) (NP (DT a) (JJ little) (NN bit)))) (. .) (FRAG (INTJ (UH Uh))))) (. .)))"
[197],"(ROOT (S (NP (NP (PRP$ My) (NN wife)) (, ,) (ADJP (IN a-)) (, ,) (SBAR (IN as) (S (NP (PRP I)) (VP (MD may) (VP (VB have) (VP (VBN mentioned)))))) (, ,)) (ADVP (RB just)) (VP (VBD finished) (NP (DT a) (NN doctorate)) (ADVP (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (NNS years)))) (RB ago))) (. .)))"
[198],(ROOT (INTJ (UH Yes) (. .)))
"[199, 201]","(ROOT (S (S (VP (XX an-))) (, ,) (CC and) (S (NP (PRP she)) (VP (VBD pursued) (NP (PRP$ her) (NN education)) (PP (IN along) (NP (NP (DT the) (NNS lines)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBD did) (PP (IN with) (NP (NP (NNS lots)) (PP (IN of) (NP (NN break))))) (PP (IN in) (ADVP (RB between)))))))))) (. .)))"
[202],(ROOT (S (CC And) (NP (PRP she)) (VP (VBZ feels) (ADJP (RB reasonably) (JJ comfortable)) (S (VP (VBG teaching) (ADVP (RB now))))) (. .)))
[203],(ROOT (S (NP (PRP She)) (VP (VBZ has) (NP (NP (DT an) (JJ awful) (NN lot)) (PP (IN of) (NP (NN experience))) (S (VP (TO to) (VP (VB draw) (PP (IN on))))))) (. .)))
