[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[134],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB believe) (SBAR (S (NP (DT that)) (ADVP (RB very) (RB often)) (VP (VBZ happens)))))) (. .)))
[137],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (ADVP (RB so)) (ADVP (RB either)))) (. .)))
[136],"(ROOT (S (SBAR (IN Because) (FRAG (INTJ (UH uh)) (, ,) (PP (IN inside) (NP (NP (DT the) (NN jail)) (NP (EX there)))))) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (S (NP (EX there)) (VP (BES 's) (NP (DT no) (JJ real) (NN rehabilitation)))))) (. .)))"
[139],"(ROOT (INTJ (UH Yeah) (, ,)))"
[138],"(ROOT (S (PP (IN In) (NP (NN fact))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP they)) (VP (VBP end) (PRT (RP up)) (NP (JJR worse)) (, ,) (SBAR (IN because) (S (NP (DT the) (NNS conditions)) (VP (VBP are) (ADJP (RB so) (JJ bad))))))))) (. .)))"
[140],(ROOT (S (NP (PRP it)) (VP (BES 's) (NP (DT another) (NN war) (NN zone))) (. .)))
[141],(ROOT (INTJ (UH Yeah) (. .)))
[142],"(ROOT (S (CC But) (, ,) (NP (WP who)) (VP (VBZ knows)) (. .)))"
[144],"(ROOT (S (NP (PRP I)) (VP (VBP agree)) (, ,)))"
[143],"(ROOT (S (S (NP (PRP I)) (VP (VBP think) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think) (S (ADVP (RB maybe)) (NP (PRP they)) (VP (MD ought) (S (VP (TO to) (ADVP (RB just)) (VP (VB be) (VP (VBN punished) (PP (IN with) (NP (NP (DT some)) (, ,) (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (JJ real) (NN punishment)))))))))))))) (, ,)) (PP (IN like) (NP (JJ hard) (NN labor))) (PP (IN for) (NP (NP (DT a) (JJR shorter) (NN length)) (PP (IN of) (NP (NN time))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[146],"(ROOT (S (ADVP (RB Actually)) (VP (VB make) (S (NP (PRP them)) (VP (VP (VB do) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (VP (BES 's) (RB not) (ADJP (JJ pleasant))))))) (CC and) (VP (VB do) (NP (PRP it))) (CC and) (VP (VP (VB get) (NP (PRP it)) (PRT (RP over)) (PP (IN with))) (CC and) (VP (VP (VP (VB get) (ADVP (RB back)) (PP (IN in) (NP (DT the)))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NN world))) (CC and) (RB not) (VP (VB spend) (NP (RB so) (JJ much) (NN time)) (S (VP (VP (VBG sitting) (PRT (RP around))) (, ,) (VP (VBG letting) (S (NP (NP (DT the) (JJ bad) (NNS influences)) (PP (IN of) (NP (DT the) (JJ other) (NNS ones)))) (VP (VB rub) (PRT (RP off)) (PP (IN on) (NP (PRP them)))))))))))) (, ,)))))"
[145],"(ROOT (S (VP (VB get) (NP (PRP them)) (PP (IN out) (NP (RB there)) (, ,)))))"
[148],"(ROOT (FRAG (PP (UH Sure)) (, ,)))"
[147],"(ROOT (FRAG (CC and) (ADVP (, ,))))"
"[149, 151]","(ROOT (S (NP (PRP they)) (VP (MD should) (VP (VB have) (S (NP (PRP them)) (VP (VB go) (SBAR (SBAR (S (UCP (ADVP (RB out)) (CC and) (VP (VBG doing) (S (NP (NP (NN stuff)) (. .) (S (VP (VP (VBG Cleaning) (PRT (RP up))) (, ,) (CC or) (VP (VBG picking) (PRT (RP up)) (NP (NP (NN dirt)) (, ,) (CC or) (NP (NNS weeds)) (, ,))))))))))) (CC or) (SBAR (WHNP (WP who)) (S (VP (VBZ knows) (WHNP (WP what)))) (. .))))) (PP (NP (NN Something)) (IN for) (NP (DT the) (PRN (, ,) (PP (IN for) (NP (DT the) (NN state))) (, ,))))))))"
[150],(ROOT (INTJ (UH Yeah) (. .)))
[153],(ROOT (INTJ (UH Yeah) (. .)))
[152],"(ROOT (S (SBAR (IN since) (S (NP (DT the) (NN state)) (VP (VBZ is) (VP (VBG paying) (PP (IN for) (NP (PRP them))))))) (, ,) (NP (PRP they)) (VP (MD should) (VP (VB get) (NP (NP (NP (DT some) (NN kind)) (PP (IN of))) (, ,) (NP (NP (NN kind)) (PP (IN of) (NP (NN work))))) (ADVP (IN out) (PP (IN of) (NP (PRP them)))))) (. .)))"
[154],(ROOT (NP (NP (NN Something)) (PP (IN besides) (NP (NN license) (NNS plates) (CC and) (NNS tiddlywinks))) (. .)))
[155],(ROOT (INTJ (UH Exactly) (. .)))
[156],(ROOT (INTJ (UH Yeah) (. .)))
"[157, 159]",(ROOT (S (VP (VBG Trading) (NP (PRP$ their) (NNS lives)) (PP (IN for) (NP (NNS cigarettes))) (NP (NP (DT those) (NNS kinds)) (PP (IN of) (NP (NNS things))))) (. .)))
[158],(ROOT (INTJ (UH Yeah) (. .)))
[160],(ROOT (S (INTJ (UH Well)) (VP (UH good)) (. .)))
[161],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT that)) (VP (VBZ covers) (NP (PRP it)))))) (. .)))"
[162],(ROOT (S (NP (PRP I)) (VP (VBP think) (ADVP (RB so))) (. .)))
[163],(ROOT (FRAG (ADJP (JJ Nice)) (S (VP (VBG talking) (PP (IN to) (NP (PRP you))))) (. .)))
[164],(ROOT (NP (NP (JJ Nice)) (VP (VBG talking) (PP (IN to) (NP (PRP you))) (ADVP (RB also))) (. .)))
[165],(ROOT (INTJ (UH Bye) (. .)))
[166],(ROOT (S (VP (VB Have) (NP (DT a) (JJ wonderful) (NNP Easter))) (. .)))
[167],"(ROOT (FRAG (NP (PRP You)) (, ,) (ADVP (RB too) (. .))))"
