[1],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[117],"(ROOT (S (ADVP (IN at) (JJS least)) (NP (PRP you)) (VP (VBP 're) (VP (VBG hitting) (NP (NP (DT the) (NNS books)) (, ,) (ADJP (JJ right))))) (. .)))"
[120],"(ROOT (S (ADVP (CC but)) (, ,) (NP (PRP I)) (VP (VBP know) (, ,) (S (INTJ (UH oh)) (, ,) (INTJ (UH well)) (, ,) (NP (PRP I)) (VP (VBP guess) (PRN (, ,) (S (NP (PRP they)) (VP (VBP have) (NP (PRP$ their) (NNS crowds)))) (, ,)) (SBAR (IN like) (S (PP (IN during) (NP (DT the) (NN soap) (NNS operas))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (PP (IN like) (PP (IN in) (PP (IN between) (NP (NNS classes) (CC or) (NN something)))))))))))))"
[121],(ROOT (INTJ (UH Uh-huh) (. .)))
[123],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (PP (NP (DT that)) (PP (BES 's) (NP (NP (DT a) (NN change)) (ADVP (RB then))) (, ,)))))"
[122],(ROOT (S (CC but) (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB say) (SBAR (IN that) (S (NP (EX there)) (VP (BES 's) (ADVP (ADVP (ADVP (RB really) (RB that)) (NP (JJ many) (NNS people))) (SBAR (WHNP (WDT that)) (FRAG (INTJ (UH like))))) (VP (VB sit) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (NN T) (NN V)) (NP (DT all) (NN day)))))))))))) (. .)))
[125],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
[126],"(ROOT (S (NP (CC but)) (SBAR (PRN (, ,) (ADVP (RB then)) (, ,)) (S (INTJ (UH um) (, ,) (UH like)) (NP (PRP I)) (VP (VBP know) (NP (DT this) (NN girl))))) (. .)))"
[127],(ROOT (S (NP (PRP She)) (VP (BES 's) (VP (VBG doing) (NP (PRP$ her) (NN student) (NN teaching))))))
[128],"(ROOT (PRN (CC or) (S (NP (PRP she)) (VP (BES 's) (ADVP (RB just)) (VP (VBG working) (NP (UH like)) (PP (IN within) (NP (DT the) (NN school))))) (, ,))))"
[129],"(ROOT (S (CC and) (, ,) (INTJ (UH um)) (, ,) (NP (NN yesterday)) (ADVP (PRP she)) (VP (VBD was) (PP (IN at) (NP (DT the) (NN kindergarten)))) (, ,)))"
[130],"(ROOT (FRAG (CC and) (NP (NP (EX there)) (BES 's) (NP (DT this) (JJ little) (NN boy)) (, ,))))"
[131],"(ROOT (FRAG (NP (NP (PRP he)) (SBAR (S (PRN (SINV (FRAG (INTJ (UH like))) (VP (VBD did)) (NP (RB n't)))) (VP (VB want) (S (NP (TO to)) (VP (VB do) (NP (NN anything))) (, ,))))))))"
[132],"(ROOT (PRN (CC and) (S (NP (PRP he)) (VP (VBD said) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (RB not) (VP (VBG doing) (NP (DT this))))))) (, ,))))"
[133],"(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB like) (NP (PRP it)))) (, ,)))"
[124],"(ROOT (S (INTJ (UH oh)) (, ,) (NP (IN of) (NN course)) (, ,) (S (VP (VBG going) (PP (IN to) (NP (NN school))))) (, ,) (ADVP (RB too)) (, ,) (NP (PRP it)) (VP (BES 's) (ADJP (JJ different)) (PP (IN from) (NP (DT the) (NN home) (NN environment)) (, ,)))))"
"[134, 136]","(ROOT (S (S (CC and) (NP (PRP he)) (VP (VP (VBD sat) (PP (IN at) (NP (PRP$ his) (NN desk))) (PP (IN with) (NP (NP (CD two) (NNS pencils)) (PP (IN in) (NP (PRP$ his) (NN hand)))))) (, ,) (CC and) (VP (VB pretend) (PP (IN like) (NP (PRP he)))))) (BES 's) (S (VP (VBG playing) (NP (NP (NNP Nintendo)) (SBAR (S (NP (PRP you)) (VP (VBP know)))))) (, ,))))"
[137],"(ROOT (PRN (S (NP (ADJP (ADJP (RB so)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NP (PRP I))) (VP (VBP do) (RB n't) (VP (VB know) (NP (WRB how))))) (, ,)))"
[138],"(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (NP (PRP I)) (ADVP (RB never) (RB really)) (VP (VBD watched) (ADVP (RB that) (VP (, ,) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NN T) (NN V)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD was) (NP (JJR younger)))))))))))) (, ,)))"
[139],"(ROOT (S (CC but) (NP (PRP$ my) (NNS parents)) (ADVP (RB really)) (VP (VBD did) (RB n't) (VP (VB allow) (S (NP (PRP us)) (VP (TO to) (VP (VB watch) (NP (ADJP (RB that) (JJ much)) (NN T) (NN V))))))) (, ,)))"
[135],(ROOT (INTJ (UH Um) (. .)))
[140],(ROOT (S (RB so) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (. .)))
"[141, 143]","(ROOT (S (NP (PRP I)) (VP (VBP agree) (PP (IN with) (NP (PRP$ your) (NNS parents))) (, ,) (SBAR (IN because) (, ,) (S (INTJ (UH uh)) (, ,) (NP (NN T) (NN V)) (VP (ADVP (RB kind) (RB of)) (VBD ruined) (NP (PRP me)))))) (, ,)))"
[142],X
[144],(ROOT (SBAR (IN because) (S (NP (DT that)) (VP (BES 's) (NP (NP (DT that)) (SBAR (WHPP (BES 's) (WHNP (DT all) (WDT that))) (S (NP (PRP we)) (VP (VBD had)))))))))
[146],"(ROOT (NP (NP (UH well)) (PRN (, ,) (FRAG (RB not) (ADVP (RB really))) (, ,))))"
[145],(ROOT (INTJ (UH Uh-huh) (. .)))
[148],"(ROOT (INTJ (UH Yeah) (, ,)))"
[149],"(ROOT (NP (S (S (INTJ (UH well)) (, ,) (NP (PRP we)) (VP (VBP watch) (NP (NP (DT a) (NN lot)) (PP (IN of))))) (, ,) (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP we)) (VP (VBD watched) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN T) (NN V)))) (PP (IN in) (NP (DT the) (NN Winter) (NN time)))) (, ,)))))))"
[147],"(ROOT (S (CC but) (PRN (, ,) (S (NP (PRP I)) (VP (VBP mean))) (, ,)) (NP (PRP it)) (VP (BES 's) (, ,) (INTJ (UH uh)) (, ,) (PP (IN for) (NP (NP (DT the) (JJ top) (NN medium)) (PP (IN of) (NP (NN entertainment)))))) (. .)))"
[150],"(ROOT (FRAG (CC but) (PP (IN in) (NP (NP (DT the) (NN Summer)) (, ,) (PP (IN like) (NP (NP (NP (RB right) (RB now)) (, ,) (NP (PRP$ my) (NN mom)) (, ,)) (SBAR (S (INTJ (UH well) (, ,) (UH like)) (NP (PRP she)) (VP (VBZ does) (RB n't) (VP (VB let) (S (NP (PRP us)) (VP (VB watch) (NP (NN T) (NN V)) (SBAR (IN until) (S (PP (IN like) (NP (NP (CD eight) (RB o'clock)) (PP (IN at) (NP (NN night))))) (, ,) (NP (PRP you)) (VP (VBP know)))))))))))) (, ,)))))"
[152],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (PP (NP (UH like)) (PP (NP (PRP$ my) (QP (NP (JJR younger) (NNS brothers)) (CC and) (NP (NNS sisters)))) (PP (IN at) (FRAG (NP (NN home)) (. .)))))))"
[151],(ROOT (FRAG (PP (RB Even) (IN at) (NP (PRP$ your) (NN age))) (. ?)))
[154],(ROOT (INTJ (UH Uh-huh) (. .)))
"[153, 155, 157]","(ROOT (S (SBAR (SBAR (SINV (FRAG (INTJ (UH Like))) (VP (ADVP (WRB when)) (VP (ADVP (PRP it)) (VP (VBZ starts) (S (VP (VBG getting) (ADJP (JJ nice)) (ADVP (RB outside)) (PP (IN in))))))) (NP (DT the) (NN Summer)))) (CC and) (SBAR (X (NN everything)) (S (NP (PRP she)) (VP (MD 'll))))) (, ,) (NP (PRP she)) (VP (VBZ makes) (S (NP (PRP us)) (VP (VB go) (ADVP (RB outside))) (, ,)))))"
[158],"(ROOT (S (SBAR (RB even) (WHADVP (ADVP (RB now)) (WRB when)) (S (NP (PRP I)) (VP (VBP go) (ADVP (RB home)) (PP (IN for) (NP (DT the) (NN Summer)))))) (, ,) (NP (PRP she)) (VP (VBZ makes) (S (NP (PRP us)) (VP (VB go) (ADVP (RB outside))) (, ,)))))"
[156],(ROOT (INTJ (UH Uh-huh) (. .)))
[159],"(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBP 're) (VP (VBN allowed) (S (VP (TO to) (VP (VP (VB come) (ADVP (RB in))) (CC and) (VP (NP (NN watch) (NN T) (NN V)) (PP (IN until) (NP (PRP it))))))) (BES 's) (ADJP (JJ dark)) (, ,) (SBAR (IN because) (S (NP (PRP she)) (VP (VBZ does) (RB n't) (VP (VB like) (S (NP (DT the) (NN T) (NN V)) (NP (PRP herself))))))))))))"
[161],"(ROOT (S (CC and) (SBAR (IN if) (S (NP (PRP it)) (VP (VBD was) (ADVP (IN up)) (PP (IN to) (NP (PRP$ her)))))) (, ,) (NP (PRP we)) (VP (MD would) (RB n't) (VP (VB have) (NP (NN one)))) (. .)))"
[160],(ROOT (S (NP (PRP I)) (VP (VBP see)) (. .)))
[163],(ROOT (INTJ (UH Uh-huh) (. .)))
[162],"(ROOT (S (ADVP (RB So)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (PRP she)) (VP (VBZ feels) (SBAR (IN that) (S (NP (NNS kids)) (VP (VBP are) (ADJP (RB too) (JJ dependent) (PP (IN on) (NP (PRP it)))) (ADVP (RB also)))))) (. .)))"
[164],(ROOT (SBARQ (WHADVP (UH Oh) (. .)) (SQ (VBZ Is) (NP (EX there)) (NP (NP (NN anything)) (ADVP (RB else)))) (. ?)))
[165],(ROOT (INTJ (UH Um) (. .)))
[166],(ROOT (INTJ (UH Um) (. .)))
[167],(ROOT (FRAG (WHNP (WP What)) (PP (IN about) (PP (IN in) (NP (PRP$ our) (NN work) (NNS ethics)))) (. ?)))
[168],"(ROOT (NP (NP (NP (NN Work)) (SBAR (WHNP (WHNP (NNS ethics)) (PRN (, ,) (INTJ (UH oh)) (, ,))))) (. .)))"
[170],"(ROOT (S (VP (VP (XX MUMBLEx) (NP (NP (PRP It)) (BES 's) (S (S (VP (VBG get))) (, ,) (NP (PRP it)) (VP (BES 's) (ADVP (RB maybe)) (VP (VBG getting) (ADJP (JJR better)))) (. .))) (NP (UH Um))) (PRN (, ,) (SBAR (WHNP (DT a)) (FRAG (NP (RB little)))) (, ,)))))"
[169],"(ROOT (S (NP (PRP I)) (VP (, ,))))"
[172],(ROOT (INTJ (UH Uh-huh) (. .)))
"[171, 173]","(ROOT (S (PP (IN of) (NP (NP (NN course)) (, ,) (NP (NP (PRP we-)) (, ,) (NP (PRP we-))))) (, ,) (NP (PRP we)) (VP (VBP 're) (VP (VBG having) (S (VP (TO to) (VP (VB weather) (PP (PP (IN through) (NP (NP (DT the) (NNS savings) (CC and) (NNS loans)) (NP (NP (PDT all) (DT the) (JJ other) (JJ scandalous) (NNS items)) (SBAR (WHNP (WDT that)))))) (PRN (, ,) (INTJ (UH well)) (, ,))) (NP (NP (DT the) (NN greed)) (SBAR (WHNP (WDT that)) (S (VP (VBD overwhelmed) (NP (PRP us)) (PP (IN in) (NP (DT the) (NNS eighties))))))))))))))"
[174],(ROOT (INTJ (UH Uh-huh) (. .)))
"[175, 177]","(ROOT (S (CC and) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP I)) (VP (VBP think)))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (BES 's) (VP (VBG going) (S (VP (TO to) (VP (VB have) (S (VP (TO to) (VP (VB have) (NP (NP (PRP it) (POS 's)) (NN patchwork)) (VP (VBN put) (PP (IN on) (NP (PRP us))))))) (SBAR (IN because) (S (NP (PRP we)) (VP (VBP have) (ADVP (RB so) (JJ much)) (S (VP (TO to) (VP (VB pay) (PP (IN for) (NP (RB now))))))))))))))))) (. .)))"
[176],(ROOT (INTJ (UH Um) (. .)))
[179],(ROOT (INTJ (UH Yeah) (. .)))
"[178, 180]",(ROOT (S (NP (PRP It)) (VP (BES 's) (VP (VBG going) (S (VP (TO to) (VP (VB be) (VP (ADVP (RB really)) (VBN passed) (PP (IN on) (IN to) (NP (NP (PRP$ your) (NN generation)) (CC and) (NP (NP (RB maybe) (DT a) (JJ few) (NNS others)) (PP (VBG including) (SBAR (WHNP (WP what)) (S (VP (BES 's) (VP (VBN left) (PP (IN of) (NP (PRP ours))))))))))))))))) (. .)))
[181],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (ADVP (RB really)) (VP (MD ca) (RB n't) (VP (VB think) (PP (IN of) (NP (NN anything) (RB else))))) (. .)))"
[182],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP it)) (VP (VBD was) (ADJP (JJ nice) (S (VP (VBG talking) (PP (IN to) (NP (PRP you))))))) (. .)))"
