[1],(ROOT (S (VP (VBN Damned) (SBAR (IN if) (S (NP (PRP I)) (VP (VBP know))))) (. .)))
[147],"(ROOT (S (S (INTJ (UH well)) (, ,) (NP (NP (DT the) (JJ other) (NN thing)) (, ,) (CC and) (NP (NP (DT the) (JJ other) (NN thing)) (NP (NP (PRP I)) (, ,) (NP (PRP I)) (, ,) (NP (PRP I))))) (VP (VBP think) (SBAR (S (NP (PRP we)) (ADVP (RB seriously)) (VP (VBP need) (S (VP (TO to) (VP (VP (VB do) (S (VP (VBZ is) (PRN (, ,) (INTJ (UH um)) (, ,)))) (SBAR (IN like) (S (NP (PRP I)) (VP (VBP say))))) (, ,) (VP (VB have) (S (NP (NN someone)) (VP (VB go) (ADVP (RB in))))) (CC and) (VP (VB look)))))))))) (CC and) (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,) (CC and) (S (S (VP (VB find) (PRT (RP out)) (SBAR (WHADVP (WRB where)) (S (NP (PRP it)) (VP (VBZ is) (NP (PRP we))))))) (VP (VBP 're) (VP (VBG paying) (NP (NP (QP (CD ten) (CD thousand)) (NNS dollars)) (PP (IN per) (NP (NN toilet) (NN seat) (CC or) (NN something))))))) (. .)))"
[148],(ROOT (S (NP (PRP You)) (VP (VBP know) (SBAR (WHNP (WP what)) (S (VP (VBZ causes) (NP (DT that)))))) (. ?)))
[150],"(ROOT (INTJ (INTJ (UH Uh)) (, ,) (INTJ (UH no) (. .))))"
[151],"(ROOT (S (NP (PRP$ Your)) (, ,) (NP (NP (PRP$ your)) (VP (VBG buying) (ADJP (JJ large)))) (VP (XX MUMBLEx) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
[149],"(ROOT (S (FRAG (INTJ (UH Um)) (, ,) (NP (NN greed))) (, ,) (NP (PRP I)) (VP (VBP suspect)) (. .)))"
[152],"(ROOT (FRAG (NP (NP (DT the)) (NP (NP (NN government)) (NP (NNS specifications)) (, ,)))))"
[153],(ROOT (INTJ (UH Uh-huh) (. .)))
[155],(ROOT (INTJ (UH Yeah) (. .)))
"[154, 156]","(ROOT (S (NP (NP (NNS sheets)) (PP (IN of) (NP (NP (NN paper)) (PP (IN for) (S (VP (VBG building) (NP (NP (DT a) (NN pair)) (PP (IN of) (NP (NNP B) (NNP V) (NNP D) (NN underwear)))) (PP (IN for) (NP (DT the) (JJ federal) (NN government))))))))) (, ,) (VP (VBZ is) (ADJP (NP (CD twenty-two) (NN foot)) (JJ tall))) (. .)))"
[157],(ROOT (INTJ (UH Really) (. ?)))
[158],(ROOT (FRAG (SBAR (IN If) (S (NP (PRP it)) (VP (VBD was) (NP (NP (DT all)) (PP (IN on) (NP (CD nine)))) (PP (IN by) (NP (NP (NNS elevens)) (VP (VBN stacked) (NP (CD one)) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (DT another))))))))))) (. .)))
[159],"(ROOT (S (PP (IN For) (S (VP (VBG making)))) (, ,) (NP (PRP you)) (VP (VBP mean) (, ,) (S (NP (NN government)) (NP (NN issue) (NN underwear)))) (. ?)))"
[160],(ROOT (FRAG (PP (IN For) (S (VP (VBG making) (NP (NN government) (NN issue) (NN underwear))))) (. .)))
[161],(ROOT (INTJ (UH Jesus) (. .)))
[163],(ROOT (INTJ (UH Uh-huh) (. .)))
"[162, 164]","(ROOT (S (S (VP (TO To) (VP (VP (ADVP (RB just)) (VB understand) (NP (DT those) (JJ legal) (NNS requirements))) (CC and) (VP (VB operate) (PP (IN within) (NP (DT the) (NN government) (NNS guidelines))))))) (, ,) (VP (VBZ costs) (NP (DT the) (NN company)) (NP (NP (DT a) (JJ huge) (NN amount)) (PP (IN of) (NP (NN money))))) (. .)))"
[166],"(ROOT (INTJ (UH Yes) (, ,)))"
[165],"(ROOT (S (S (INTJ (UH Well)) (, ,) (S (NP (DT that)) (VP (BES 's) (ADVP (RB potentially)) (NP (NP (DT a) (NN fault)) (PP (IN of) (NP (DT the) (NN government)))) (ADVP (RB then)))) (, ,) (S (NP (PRP I)) (VP (VBP mean))) (, ,) (S (NP (DT that)) (VP (MD could)))) (, ,) (NP (NNS things)) (ADVP (IN like) (DT that)) (VP (MD should)) (, ,)))"
[168],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[169],"(ROOT (FRAG (INTJ (UH well)) (, ,) (PP (NP (DT that)) (PP (BES 's) (NP (NP (DT a)) (, ,))))))"
[167],(ROOT (S (NP (NP (DT a) (JJ huge) (NN amount)) (PP (IN of) (NP (PRP it)))) (VP (VBZ is) (RB not) (NP (NP (DT the) (NN fault)) (PP (IN of) (NP (DT the) (NN contractor))))) (. .)))
[170],(ROOT (S (NP (PRP I)) (VP (VBD had) (ADVP (RB never)) (VP (VBN heard) (S (NP (DT that)) (ADVP (RB before))))) (. .)))
"[171, 173]","(ROOT (S (NP (NP (FRAG (INTJ (UH Uh)) (, ,) (NP (DT a) (JJ huge) (NN amount)))) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP hear) (PP (IN on)) (, ,) (PP (IN about) (NP (NP (DT the) (CD seventy-five) (NN dollar) (NNS hammers)) (, ,) (CC and) (NP (NP (DT the) (ADJP (QP (CD nine) (CD hundred))) (NN dollar)) (SBAR (S (NP (NN toilet) (NNS seats)) (VP (VBZ does) (RB n't) (VP (VB come) (PP (IN from) (NP (NP (NNS people)) (PP (IN in) (NP (DT the) (NN industry)))))))))) (, ,))))))))))"
[172],(ROOT (INTJ (UH Right) (. .)))
[174],(ROOT (S (NP (PRP it)) (VP (VBZ comes) (PP (IN from) (NP (NP (NNS senators)) (SBAR (WHNP (WDT that)) (S (VP (VBP do) (RB n't) (VP (VB know) (NP (NN anything)) (PP (IN about) (NP (PRP it)))))))))) (. .)))
[175],(ROOT (INTJ (UH Huh) (. .)))
[177],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay) (, ,))))"
[176],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP$ my) (NN job)) (VP (VBZ is) (NP (NN government) (NN tooling) (NN specialist))) (. .)))"
