[0],"(ROOT (FRAG (INTJ (UH So)) (, ,) (NP (NP (NN P)) (NP (NN C) (NNS -s))) (, ,) (NP (JJ personal) (NNS computers)) (. .)))"
[127],"(ROOT (S (PP (IN With) (NP (NN P) (NN C) (NNS -s))) (NP (PRP they)) (VP (VBP 're) (PP (CC either) (NP (NP (NNP I) (NNP B) (NNP M) (CC or) (NNP I) (NNP B) (NNP M)) (ADJP (JJ compatible)))) (, ,) (ADVP (RB mostly))) (. .)))"
[131],"(ROOT (S (NP (DT That)) (VP (VBZ is) (NP (NP (DT the)) (, ,) (SBAR (S (NP (PRP you)) (VP (VBP know)))) (, ,) (NP (DT the) (NN industry) (NN standard)))) (. .)))"
[133],(ROOT (INTJ (UH Uh-huh) (. .)))
[134],"(ROOT (S (NP (EX There)) (VP (BES 's) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (ADJP (RB really) (JJ good)) (NNP I) (NNP B) (NNP M)))) (NP (NNS compatibles)) (, ,) (ADVP (RB too))) (. .)))"
[135],"(ROOT (S (NP (PRP They)) (VP (VBP do) (RB n't) (VP (VB have) (S (VP (TO to) (ADVP (RB necessarily)) (VP (VB be) (NP (DT the) (NNP I) (NNP B) (NNP M) (NN brand))))))) (, ,)))"
"[130, 132]","(ROOT (S (NP (NP (DT that) (BES 's) (XX a-)) (, ,) (SBAR (WHNP (WHNP (DT that)) (PP (BES 's) (NP (DT all)))) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN seen) (PP (IN in) (NP (NNS offices))))))) (, ,)) (VP (VBZ is) (NP (NNP I) (NNP B) (NNP M))) (. .)))"
[137],(ROOT (INTJ (UH Right) (. .)))
[138],(ROOT (SINV (FRAG (INTJ (UH Well))) (VP (VBP do) (S (NP (PRP you)) (VP (VB think) (SBAR (S (NP (PRP it)) (VP (HVS 's) (VP (VBN been) (NP (CD five) (NNS minutes))))))))) (NP (RB yet))))
[136],(ROOT (S (CC but) (NP (PRP they)) (VP (VBP have) (S (VP (TO to) (VP (VB adhere) (PP (IN to) (NP (DT that) (NN industry) (NN standard))))))) (. .)))
[139],"(ROOT (FRAG (CC or) (ADVP (, ,))))"
[140],"(ROOT (FRAG (INTJ (UH Oh)) (, ,) (ADVP (RB probably)) (. .)))"
[141],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay) (. .))))"
[142],X
[143],(ROOT (S (S (INTJ (UH Well)) (NP (PRP it)) (VP (VBD was) (ADJP (JJ nice) (S (VP (VBG talking) (PP (IN to) (NP (PRP you)))))))) (. .)))
[144],(ROOT (INTJ (UH Okay) (. .)))
[145],(ROOT (S (VP (VB Thank) (NP (PRP you))) (. .)))
