conversation_no,talk_day,length,topic_description,prompt,from_caller_sex,from_caller_education,from_caller_birth_year,from_caller_dialect_area,to_caller_sex,to_caller_education,to_caller_birth_year,to_caller_dialect_area,from_caller_id,to_caller_id
020306,911203,565,  talking to friend  ,,FEMALE,9,1951,East Anglian,FEMALE,9,1939,East Anglian,PS0FP,PS0GA
020401,911203,257,  talking  ,,FEMALE,9,1951,East Anglian,MALE,9,1951,East Anglian,PS0FP,PS0FS
020504,911205,237,  going to school  ,,FEMALE,9,1951,East Anglian,MALE,9,1981,East Anglian,PS0FP,PS0FR
050402,920113,341,  having breakfast  ,,FEMALE,9,1952,Central Midlands,MALE,9,1982,Central Midlands,PS0SB,PS0SC
050403,920113,103,  having breakfast  ,,FEMALE,9,1952,Central Midlands,MALE,9,1982,Central Midlands,PS0SB,PS0SC
051103,920117,244,  visiting mother  ,,FEMALE,9,1940,Central Midlands,FEMALE,9,1952,Central Midlands,PS0SJ,PS0SB
071901,920402,805,  having tea  ,,FEMALE,9,1917,Lancashire,MALE,9,1917,Lancashire,PS1A9,PS1AA
071903,920402,21,  working around the house  ,,FEMALE,9,1917,Lancashire,FEMALE,9,1940,Central Northern England,PS1A9,PS1AC
072001,920404,62,  housework and cooking  ,,MALE,9,1917,Lancashire,FEMALE,9,1917,Lancashire,PS1AA,PS1A9
072101,920407,761,  having tea  ,,FEMALE,9,1917,Lancashire,MALE,9,1917,Lancashire,PS1A9,PS1AA
072102,920407,50,  having tea  ,,MALE,9,1917,Lancashire,FEMALE,9,1917,Lancashire,PS1AA,PS1A9
072103,920407,1287,  having tea  ,,MALE,9,1917,Lancashire,FEMALE,9,1917,Lancashire,PS1AA,PS1A9
054110,920111,0,  talking with children  ,,MALE,9,1962,Welsh,MALE,9,1982,Welsh,PS0DL,PS0DT
054204,920112,0,Unspecified,,MALE,9,1962,Welsh,FEMALE,9,1962,Welsh,PS0DL,PS0DM
002001,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002002,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002003,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002004,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002005,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002006,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002009,910531,0,Unspecified,,FEMALE,9,1939,London,FEMALE,9,1951,London,PS101,PS102
002011,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002012,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002017,910531,0,Unspecified,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002018,910531,0,Unspecified,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002116,910501,105, work ,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002118,910531,28, work ,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002119,910531,101, work ,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002121,910531,40, work ,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002122,910531,17, work ,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002123,910531,355, work ,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002124,910531,18, work ,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002125,910531,20, work ,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002127,910531,34, work ,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002128,910531,15, work ,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002129,910531,21, work ,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002130,910531,85, work ,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002131,910531,15, work ,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002201,910531,0,Unspecified,,MALE,9,1939,Home Counties,MALE,9,1961,London,PS05X,PS104
002202,910531,0,Unspecified,,MALE,9,1961,London,MALE,9,1939,Home Counties,PS104,PS05X
002203,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002204,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002205,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002206,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002207,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002208,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002209,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002210,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002211,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002212,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002213,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002214,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002215,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002216,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002217,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002218,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002219,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002220,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002221,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002223,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002224,910531,0,Unspecified,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002225,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002226,910531,0,Unspecified,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002227,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002228,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002230,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002231,910531,0,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002232,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002233,910531,0,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002301,910531,12,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002303,910531,26,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002304,910531,50,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002305,910531,12,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002306,910531,156,Unspecified,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002307,910531,18,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002308,910531,210,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002309,910531,25,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002310,910531,315,Unspecified,,FEMALE,9,1951,London,MALE,9,1939,Home Counties,PS102,PS05X
002311,910531,36,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002312,910531,116,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002313,910531,61,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1951,London,PS05X,PS102
002315,910531,16,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002317,910531,230,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002318,910531,24,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002319,910531,39,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002320,910531,27,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002321,910531,78,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002322,910531,32,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002323,910531,14,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002324,910531,51,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002325,910531,70,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002326,910531,30,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002327,910531,18,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002328,910531,55,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002329,910531,150,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002330,910531,19,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002331,910531,175,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002332,910531,40,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002333,910531,205,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002334,910531,195,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002401,910531,20,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1961,London,PS05X,PS103
002402,910531,23,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002403,910531,17,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002404,910531,88,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002405,910531,45,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002406,910531,45,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002407,910531,28,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002408,910531,28,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1961,London,PS05X,PS103
002409,910531,19,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002412,910531,44,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002413,910531,23,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002415,910531,65,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002416,910531,41,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002417,910531,55,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002418,910531,55,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002419,910531,30,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002420,910531,90,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002421,910531,21,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002422,910531,24,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002501,910531,46,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002502,910531,17,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002503,910531,83,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002504,910531,62,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002505,910531,14,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002506,910531,150,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002507,910601,23,Unspecified,,MALE,9,1939,Home Counties,UNKNOWN,9,1789,UNK,PS05X,KBKPSUNK
002508,910601,16,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002509,910601,17,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002601,910601,47,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002602,910601,20,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002603,910601,37,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002604,910601,56,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002605,910601,36,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002606,910601,127,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002607,910601,602,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002608,910601,80,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002609,910601,190,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002611,910601,57,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002612,910601,74,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002613,910601,98,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002614,910601,65,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002615,910601,455,Unspecified,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002616,910601,28,Unspecified,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002617,910601,58,Unspecified,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002618,910601,806,Unspecified,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002619,910601,190,Unspecified,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002620,910601,66,Unspecified,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002622,910601,616, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002701,910601,69, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002702,910601,25, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002703,910601,395, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002704,910601,32, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002705,910601,224, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002706,910601,60, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002707,910601,148, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002708,910601,233, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002709,910601,39, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002710,910601,60, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002711,910601,94, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002712,910601,67, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002713,910601,55, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002714,910601,38, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002715,910601,54, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002716,910601,18, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002717,910601,60, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002718,910601,51, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002719,910601,20, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002720,910601,24, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002721,910601,26, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002722,910601,58, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002723,910601,184, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002724,910601,103, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002725,910601,33, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002801,910601,138, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002802,910601,36, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002803,910601,33, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002804,910601,38, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002805,910601,33, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002807,910601,34, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002808,910601,286, playing croquet ,,MALE,9,1939,London,MALE,9,1939,Home Counties,PS107,PS05X
002809,910601,26, playing croquet ,,MALE,9,1939,Home Counties,MALE,9,1939,London,PS05X,PS107
002813,910601,26,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1961,London,PS05X,PS103
002814,910601,96,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1961,London,PS05X,PS103
002901,910601,140,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002902,910601,329,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002903,910601,34,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002905,910601,260,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002907,910601,43,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002908,910601,82,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002910,910601,20,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002911,910601,46,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002912,910601,162,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002914,910601,409,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002915,910601,35,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002917,910601,74,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
002918,910601,64,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002921,910601,66,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002922,910601,173,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002923,910601,52,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
002925,910601,216,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
003002,910601,58,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
003005,910601,55,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
003006,910601,224,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
003007,910601,60,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
003008,910601,74,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
003009,910601,21,Unspecified,,MALE,9,1939,Home Counties,FEMALE,9,1939,London,PS05X,PS101
003011,910601,46,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
003012,910601,56,Unspecified,,FEMALE,9,1939,London,MALE,9,1939,Home Counties,PS101,PS05X
000406,910517,59,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NC
000408,910517,23,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NC
000413,910517,35,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NC
000415,910517,88,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1961,Central Northern England,PS0NJ,PS0NB
000416,910517,42,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NJ
000505,910517,47,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NJ
000510,910517,340,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NJ
000513,910517,43,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NC
000601,910517,30,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0ND
000607,910517,42,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,KDPPSUNK
000611,920517,20,Unspecified,,MALE,9,1962,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0ND
000613,920517,90,Unspecified,,MALE,9,1962,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NC
000701,920518,58,Unspecified,,MALE,9,1962,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0ND
000801,920518,103,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1962,Central Northern England,PS0NC,PS0NB
000803,920518,24,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1962,Central Northern England,PS0NC,PS0NB
000805,920518,39,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1962,Central Northern England,PS0ND,PS0NB
000808,920518,73,Unspecified,,MALE,9,1962,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NC
000810,920518,12,Unspecified,,MALE,9,1962,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0ND
000811,920518,156,Unspecified,,MALE,9,1962,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0ND
000902,910518,30,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NC
000904,910518,44,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NC
000905,910518,14,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NC
000906,910518,148,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NC
000907,910518,484,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NE
000908,910518,11,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NE
000909,910518,16,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1961,Central Northern England,PS0NE,PS0NB
000910,910518,70,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NE
000911,910518,465,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NE
000912,910518,57,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NE
000913,910518,160,Unspecified,,MALE,9,1961,Central Northern England,UNKNOWN,9,1789,UNK,PS0NB,PS0NE
075801,920402,238, having tea ,,MALE,9,1962,Central Northern England,FEMALE,9,1962,Central Northern England,PS1CE,PS1CF
075802,920403,897, watching it rain and drinking tea ,,MALE,9,1962,Central Northern England,MALE,9,1962,Central Northern England,PS1CG,PS1CE
055402,920115,0, with housemates at home ,,FEMALE,9,1972,Home Counties,FEMALE,9,1972,Home Counties,PS0BK,PS0BL
055405,920113,0, talking ,,FEMALE,9,1972,Home Counties,FEMALE,9,1972,Home Counties,PS0BK,PS0BL
055406,920113,0, talking ,,FEMALE,9,1972,Home Counties,FEMALE,9,1972,Home Counties,PS0BK,PS0BL
051304,920113,0, eating ,,UNKNOWN,9,1789,UNK,MALE,9,1972,Midlands,KD6PSUNK,PS0KN
055601,920111,0, having breakfast ,,MALE,9,1962,Merseyside,FEMALE,9,1972,Central Northern England,PS0BA,PS0BB
055602,920111,0, travelling to work ,,MALE,9,1972,Midlands,MALE,9,1962,Merseyside,PS0BC,PS0BA
055603,920111,0, travelling to work ,,MALE,9,1972,Midlands,MALE,9,1962,Merseyside,PS0BC,PS0BA
055704,920113,0,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1962,Merseyside,KC6PSUNK,PS0BA
067104,920207,93,  putting child tobed  ,,FEMALE,9,1962,Scottish,MALE,9,1982,Scottish,PS52U,PS52V
026503,920313,1245, in garden ,,MALE,9,1917,Lancashire,FEMALE,9,1917,Lancashire,PS065,PS066
026504,920313,396, in garden ,,MALE,9,1917,Lancashire,FEMALE,9,1917,Lancashire,PS065,PS066
026505,920314,346, in garden ,,MALE,9,1917,Lancashire,FEMALE,9,1917,Lancashire,PS065,PS066
026506,920314,1458, meal time in garden ,,MALE,9,1917,Lancashire,FEMALE,9,1917,Lancashire,PS065,PS066
026507,920314,679, doing crossword ,,MALE,9,1917,Lancashire,FEMALE,9,1917,Lancashire,PS065,PS066
026603,920319,449, getting information on property ,,MALE,9,1917,Lancashire,UNKNOWN,9,1789,UNK,PS065,KBPPSUNK
026606,920319,90, moving car ,,MALE,9,1917,Lancashire,FEMALE,9,1917,Lancashire,PS065,PS066
026607,920319,146, talking to car park attendant ,,UNKNOWN,9,1789,UNK,MALE,9,1917,Lancashire,KBPPSUNK,PS065
026608,920319,12, chatting ,,MALE,9,1917,Lancashire,UNKNOWN,9,1789,UNK,PS065,KBPPSUNK
